time,DeviceName,AccX(g),AccY(g),AccZ(g),AsX(Â°/s),AsY(Â°/s),AsZ(Â°/s),AngleX(Â°),AngleY(Â°),AngleZ(Â°),HX(uT),HY(uT),HZ(uT),Q0(),Q1(),Q2(),Q3(),Temperature(Â°C),Version(),Battery
2024-11-8 23:46:51:999,WTSensor3(8E7876082DDC),0.027,0.21,0.961,24.78,2.808,-8.118,-158.13,2.78,135.19,49.533,-55.767,3.433,0.37628,0.03519,0.12146,0.91776,27.8,10080.1.13,75.0
2024-11-8 23:46:51:999,WTSensor3(8E7876082DDC),0.014,0.196,1.015,27.771,7.507,-8.911,-157.85,2.87,135.13,49.533,-55.767,3.433,0.37628,0.03519,0.12146,0.91776,27.8,10080.1.13,75.0
2024-11-8 23:46:51:999,WTSensor3(8E7876082DDC),0.014,0.151,1.122,44.25,9.277,-11.23,-157.42,2.99,135.05,49.533,-55.767,3.433,0.37628,0.03519,0.12146,0.91776,27.8,10080.1.13,75.0
2024-11-8 23:46:51:999,WTSensor3(8E7876082DDC),0.035,0.127,1.184,66.406,7.629,-14.771,-156.77,3.11,134.93,49.533,-55.767,3.433,0.37628,0.03519,0.12146,0.91776,27.8,10080.1.13,75.0
2024-11-8 23:46:52:43,WTSensor3(8E7876082DDC),0.065,0.121,1.217,90.393,6.409,-19.531,-155.89,3.23,134.77,49.533,-55.767,3.433,0.37628,0.03519,0.12146,0.91776,27.8,10080.1.13,75.0
2024-11-8 23:46:52:43,WTSensor3(8E7876082DDC),0.086,0.106,1.25,117.31,7.935,-26.123,-154.74,3.38,134.56,49.708,-57.125,5.692,0.37628,0.03519,0.12146,0.91776,27.8,10080.1.13,75.0
2024-11-8 23:46:52:43,WTSensor3(8E7876082DDC),0.091,0.125,1.185,142.517,14.526,-32.532,-153.34,3.63,134.31,49.708,-57.125,5.692,0.37628,0.03519,0.12146,0.91776,27.8,10080.1.13,75.0
2024-11-8 23:46:52:43,WTSensor3(8E7876082DDC),0.063,0.194,1.037,154.724,24.78,-37.598,-151.82,3.99,134.06,49.708,-57.125,5.692,0.37628,0.03519,0.12146,0.91776,27.8,10080.1.13,75.0
2024-11-8 23:46:52:89,WTSensor3(8E7876082DDC),-0.104,0.277,0.867,151.123,35.034,-41.748,-150.32,4.47,133.82,49.708,-57.125,5.692,0.37628,0.03519,0.12146,0.91776,27.8,10080.1.13,75.0
2024-11-8 23:46:52:89,WTSensor3(8E7876082DDC),-0.24,0.375,0.677,135.193,50.598,-34.241,-148.97,5.06,133.71,49.708,-57.125,5.692,0.37628,0.03519,0.12146,0.91776,27.8,10080.1.13,75.0
2024-11-8 23:46:52:89,WTSensor3(8E7876082DDC),-0.239,0.494,0.511,102.905,31.799,-25.208,-147.94,5.47,133.64,49.708,-57.125,5.692,0.37628,0.03519,0.12146,0.91776,27.8,10080.1.13,75.0
2024-11-8 23:46:52:89,WTSensor3(8E7876082DDC),-0.215,0.521,0.515,68.542,8.85,-14.587,-147.24,5.63,133.55,49.708,-57.125,5.692,0.37628,0.03519,0.12146,0.91776,27.8,10080.1.13,75.0
2024-11-8 23:46:52:121,WTSensor3(8E7876082DDC),-0.147,0.511,0.569,39.307,-1.16,-2.991,-146.83,5.63,133.52,49.708,-57.125,5.692,0.37628,0.03519,0.12146,0.91776,27.8,10080.1.13,75.0
2024-11-8 23:46:52:121,WTSensor3(8E7876082DDC),-0.1,0.499,0.639,15.93,-13.489,1.709,-146.67,5.52,133.48,49.708,-57.125,5.692,0.37628,0.03519,0.12146,0.91776,27.8,10080.1.13,75.0
2024-11-8 23:46:52:121,WTSensor3(8E7876082DDC),-0.118,0.493,0.661,-4.7,-8.606,6.226,-146.71,5.4,133.49,49.708,-57.125,5.692,0.37628,0.03519,0.12146,0.91776,27.8,10080.1.13,75.0
2024-11-8 23:46:52:121,WTSensor3(8E7876082DDC),-0.243,0.508,0.626,-28.381,-6.348,8.972,-146.98,5.31,133.56,49.708,-57.125,5.692,0.37628,0.03519,0.12146,0.91776,27.8,10080.1.13,75.0
2024-11-8 23:46:52:163,WTSensor3(8E7876082DDC),-0.273,0.545,0.45,-62.622,0.244,22.949,-147.57,5.2,133.76,49.708,-57.125,5.692,0.37628,0.03519,0.12146,0.91776,27.8,10080.1.13,75.0
2024-11-8 23:46:52:163,WTSensor3(8E7876082DDC),-0.13,0.544,0.214,-106.384,-10.986,36.865,-148.61,4.94,134.05,49.708,-57.125,5.692,0.37628,0.03519,0.12146,0.91776,27.8,10080.1.13,75.0
