time,DeviceName,AccX(g),AccY(g),AccZ(g),AsX(°/s),AsY(°/s),AsZ(°/s),AngleX(°),AngleY(°),AngleZ(°),HX(uT),HY(uT),HZ(uT),Q0(),Q1(),Q2(),Q3(),Temperature(°C),Version(),Battery level(%)
2024-9-16 20:39:40:492,WT901BLE67(919C7A43D1FF),-0.237,0.533,-0.815,1.282,4.089,-0.916,147.88,15.16,39.59,31.467,-31.283,35.1,-0.29764,-0.88684,-0.34717,0.06561,32.6,10080.1.7,5
2024-9-16 20:39:40:492,WT901BLE67(919C7A43D1FF),-0.241,0.534,-0.809,-1.16,3.845,-2.441,147.89,15.14,39.63,30.075,-31.3,36.542,-0.29764,-0.88684,-0.34717,0.06561,32.6,10080.1.7,5
2024-9-16 20:39:40:492,WT901BLE67(919C7A43D1FF),-0.255,0.527,-0.805,-3.174,4.333,-2.747,147.87,15.13,39.68,30.075,-31.3,36.542,-0.29764,-0.88684,-0.34717,0.06561,32.6,10080.1.7,5
2024-9-16 20:39:40:492,WT901BLE67(919C7A43D1FF),-0.265,0.534,-0.811,-4.456,3.662,-2.258,147.84,15.11,39.73,30.075,-31.3,36.542,-0.29764,-0.88684,-0.34717,0.06561,32.6,10080.1.7,5
2024-9-16 20:39:40:521,WT901BLE67(919C7A43D1FF),-0.271,0.543,-0.813,-6.287,4.7,-0.977,147.79,15.09,39.77,30.075,-31.3,36.542,-0.29764,-0.88684,-0.34717,0.06561,32.6,10080.1.7,5
2024-9-16 20:39:40:521,WT901BLE67(919C7A43D1FF),-0.271,0.533,-0.817,-7.263,6.775,0.061,147.73,15.04,39.8,30.075,-31.3,36.542,-0.29764,-0.88684,-0.34717,0.06561,32.6,10080.1.7,5
2024-9-16 20:39:40:521,WT901BLE67(919C7A43D1FF),-0.263,0.516,-0.801,-7.08,7.813,1.099,147.67,14.98,39.84,30.075,-31.3,36.542,-0.29764,-0.88684,-0.34717,0.06561,32.6,10080.1.7,5
2024-9-16 20:39:40:521,WT901BLE67(919C7A43D1FF),-0.271,0.516,-0.784,-7.446,9.399,3.052,147.61,14.89,39.87,30.075,-31.3,36.542,-0.29764,-0.88684,-0.34717,0.06561,32.6,10080.1.7,5
2024-9-16 20:39:40:612,WT901BLE67(919C7A43D1FF),-0.285,0.51,-0.793,-7.629,11.292,5.493,147.54,14.78,39.89,30.075,-31.3,36.542,-0.29764,-0.88684,-0.34717,0.06561,32.6,10080.1.7,5
2024-9-16 20:39:40:612,WT901BLE67(919C7A43D1FF),-0.254,0.472,-0.783,-10.925,13.672,6.775,147.45,14.64,39.91,30.075,-31.3,36.542,-0.29764,-0.88684,-0.34717,0.06561,32.6,10080.1.7,5
