time,DeviceName,AccX(g),AccY(g),AccZ(g),AsX(Â°/s),AsY(Â°/s),AsZ(Â°/s),AngleX(Â°),AngleY(Â°),AngleZ(Â°),HX(uT),HY(uT),HZ(uT),Q0(),Q1(),Q2(),Q3(),Temperature(Â°C),Version(),Battery
2024-11-7 21:47:53.775,WT1(4A3DE8A6FBCE),-0.285,-0.358,0.74,-9.949,7.324,2.197,-27.28,25.32,45.82,65.2,17.558,15.558,-0.85687,0.27814,-0.13309,-0.41302,31.1,10080.1.7,10.0
2024-11-7 21:47:53.775,WT1(4A3DE8A6FBCE),-0.305,-0.357,0.766,-13.611,11.902,4.028,-27.43,25.39,45.81,65.2,17.558,15.558,-0.85687,0.27814,-0.13309,-0.41302,31.1,10080.1.7,10.0
2024-11-7 21:47:53.775,WT1(4A3DE8A6FBCE),-0.329,-0.368,0.773,-18.066,17.578,7.385,-27.6,25.53,45.81,65.2,17.558,15.558,-0.85687,0.27814,-0.13309,-0.41302,31.1,10080.1.7,10.0
2024-11-7 21:47:53.775,WT1(4A3DE8A6FBCE),-0.372,-0.393,0.766,-22.949,23.193,12.817,-27.81,25.74,45.83,65.2,17.558,15.558,-0.85687,0.27814,-0.13309,-0.41302,31.1,10080.1.7,10.0
2024-11-7 21:47:53.805,WT1(4A3DE8A6FBCE),-0.41,-0.413,0.726,-29.968,26.733,16.174,-28.08,26.01,45.87,65.2,17.558,15.558,-0.85687,0.27814,-0.13309,-0.41302,31.1,10080.1.7,10.0
2024-11-7 21:47:53.805,WT1(4A3DE8A6FBCE),-0.428,-0.446,0.704,-45.959,23.926,18.005,-28.47,26.27,45.93,65.2,17.558,15.558,-0.85687,0.27814,-0.13309,-0.41302,31.1,10080.1.7,10.0
2024-11-7 21:47:53.805,WT1(4A3DE8A6FBCE),-0.448,-0.472,0.744,-55.969,29.48,24.292,-28.97,26.6,46.03,65.2,17.558,15.558,-0.85687,0.27814,-0.13309,-0.41302,31.1,10080.1.7,10.0
2024-11-7 21:47:53.805,WT1(4A3DE8A6FBCE),-0.517,-0.504,0.819,-57.129,35.767,28.687,-29.49,27.0,46.14,65.2,17.558,15.558,-0.85687,0.27814,-0.13309,-0.41302,31.1,10080.1.7,10.0
2024-11-7 21:47:53.835,WT1(4A3DE8A6FBCE),-0.551,-0.558,0.994,-40.283,35.156,33.691,-29.89,27.44,46.29,65.2,17.558,15.558,-0.85687,0.27814,-0.13309,-0.41302,31.1,10080.1.7,10.0
2024-11-7 21:47:53.835,WT1(4A3DE8A6FBCE),-0.655,-0.674,1.133,-0.977,34.79,36.255,-29.93,27.9,46.46,65.2,17.558,15.558,-0.85687,0.27814,-0.13309,-0.41302,31.1,10080.1.7,10.0
