time,DeviceName,AccX(g),AccY(g),AccZ(g),AsX(Â°/s),AsY(Â°/s),AsZ(Â°/s),AngleX(Â°),AngleY(Â°),AngleZ(Â°),HX(uT),HY(uT),HZ(uT),Q0(),Q1(),Q2(),Q3(),Temperature(Â°C),Version(),Battery
2024-11-7 21:42:59.979,WT1(4A3DE8A6FBCE),0.236,0.832,0.883,-0.183,-1.16,-3.296,66.77,-16.66,66.82,21.708,-53.042,-5.35,-0.63904,-0.52927,-0.20563,-0.51877,32.5,10080.1.7,10.0
2024-11-7 21:42:59.979,WT1(4A3DE8A6FBCE),0.211,0.816,0.93,2.563,-2.441,-2.502,66.8,-16.64,66.81,21.708,-53.042,-5.35,-0.63904,-0.52927,-0.20563,-0.51877,32.5,10080.1.7,10.0
2024-11-7 21:42:59.979,WT1(4A3DE8A6FBCE),0.216,0.834,0.979,4.517,-4.211,0.305,66.85,-16.65,66.78,21.708,-53.042,-5.35,-0.63904,-0.52927,-0.20563,-0.51877,32.5,10080.1.7,10.0
2024-11-7 21:42:59.980,WT1(4A3DE8A6FBCE),0.256,0.833,1.059,7.446,-4.456,4.272,66.91,-16.7,66.76,21.708,-53.042,-5.35,-0.63904,-0.52927,-0.20563,-0.51877,32.5,10080.1.7,10.0
2024-11-7 21:43:0.10,WT1(4A3DE8A6FBCE),0.259,0.837,1.13,12.146,-1.526,6.897,67.02,-16.77,66.77,21.708,-53.042,-5.35,-0.63904,-0.52927,-0.20563,-0.51877,32.5,10080.1.7,10.0
2024-11-7 21:43:0.10,WT1(4A3DE8A6FBCE),0.246,0.814,1.108,19.653,6.287,8.85,67.16,-16.82,66.86,21.708,-53.042,-5.35,-0.63904,-0.52927,-0.20563,-0.51877,32.5,10080.1.7,10.0
2024-11-7 21:43:0.10,WT1(4A3DE8A6FBCE),0.267,0.866,0.959,25.513,6.714,9.155,67.37,-16.88,66.98,21.708,-53.042,-5.35,-0.63904,-0.52927,-0.20563,-0.51877,32.5,10080.1.7,10.0
2024-11-7 21:43:0.11,WT1(4A3DE8A6FBCE),0.294,0.87,0.845,22.644,4.7,10.681,67.57,-16.95,67.08,21.708,-53.042,-5.35,-0.63904,-0.52927,-0.20563,-0.51877,32.5,10080.1.7,10.0
2024-11-7 21:43:0.70,WT1(4A3DE8A6FBCE),0.338,0.857,0.792,20.752,0.549,10.803,67.75,-17.05,67.15,21.708,-53.042,-5.35,-0.63904,-0.52927,-0.20563,-0.51877,32.5,10080.1.7,10.0
2024-11-7 21:43:0.70,WT1(4A3DE8A6FBCE),0.334,0.831,0.796,22.156,-1.709,8.911,67.95,-17.13,67.19,21.708,-53.042,-5.35,-0.63904,-0.52927,-0.20563,-0.51877,32.5,10080.1.7,10.0
2024-11-7 21:43:0.70,WT1(4A3DE8A6FBCE),0.346,0.849,0.747,24.963,-2.197,6.897,68.18,-17.21,67.21,21.708,-53.042,-5.35,-0.63904,-0.52927,-0.20563,-0.51877,32.5,10080.1.7,10.0
2024-11-7 21:43:0.70,WT1(4A3DE8A6FBCE),0.351,0.879,0.705,24.292,-2.869,5.615,68.42,-17.27,67.21,21.708,-53.042,-5.35,-0.63904,-0.52927,-0.20563,-0.51877,32.5,10080.1.7,10.0
2024-11-7 21:43:0.100,WT1(4A3DE8A6FBCE),0.372,0.909,0.685,20.813,-3.174,4.089,68.64,-17.33,67.21,21.708,-53.042,-5.35,-0.63904,-0.52927,-0.20563,-0.51877,32.5,10080.1.7,10.0
2024-11-7 21:43:0.101,WT1(4A3DE8A6FBCE),0.361,0.909,0.726,16.357,-3.723,1.526,68.81,-17.36,67.2,21.708,-53.042,-5.35,-0.63904,-0.52927,-0.20563,-0.51877,32.5,10080.1.7,10.0
2024-11-7 21:43:0.101,WT1(4A3DE8A6FBCE),0.344,0.887,0.808,16.113,-2.991,-1.282,68.98,-17.36,67.18,21.708,-53.042,-5.35,-0.63904,-0.52927,-0.20563,-0.51877,32.5,10080.1.7,10.0
2024-11-7 21:43:0.101,WT1(4A3DE8A6FBCE),0.352,0.895,0.876,18.86,-4.578,-3.479,69.17,-17.35,67.14,21.708,-53.042,-5.35,-0.63904,-0.52927,-0.20563,-0.51877,32.5,10080.1.7,10.0
2024-11-7 21:43:0.130,WT1(4A3DE8A6FBCE),0.345,0.914,0.946,20.508,-3.845,-5.554,69.39,-17.32,67.08,21.708,-53.042,-5.35,-0.63904,-0.52927,-0.20563,-0.51877,32.5,10080.1.7,10.0
2024-11-7 21:43:0.130,WT1(4A3DE8A6FBCE),0.317,0.898,0.981,22.949,0.916,-6.714,69.62,-17.27,67.07,21.708,-53.042,-5.35,-0.63904,-0.52927,-0.20563,-0.51877,32.5,10080.1.7,10.0
