time,DeviceName,AccX(g),AccY(g),AccZ(g),AsX(°/s),AsY(°/s),AsZ(°/s),AngleX(°),AngleY(°),AngleZ(°),HX(uT),HY(uT),HZ(uT),Q0(),Q1(),Q2(),Q3(),Temperature(°C),Version(),Battery level(%)
2024-10-7 22:9:3:446,WTSensor3(8E7876082DDC),-0.859,0.384,-0.035,-1.709,-10.315,0.183,-84.01,64.91,82.31,54.292,-12.108,-1.058,0.68796,0.20398,0.68768,0.10986,34.9,10080.1.13,100
2024-10-7 22:9:3:446,WTSensor3(8E7876082DDC),-0.86,0.379,-0.031,-1.709,-7.202,1.404,-84.18,64.89,82.14,54.292,-12.108,-1.058,0.68796,0.20398,0.68768,0.10986,34.9,10080.1.13,100
2024-10-7 22:9:3:446,WTSensor3(8E7876082DDC),-0.864,0.38,-0.027,-1.404,-4.517,2.441,-84.29,64.86,82.03,53.792,-12.258,-0.917,0.68796,0.20398,0.68768,0.10986,34.9,10080.1.13,100
2024-10-7 22:9:3:446,WTSensor3(8E7876082DDC),-0.869,0.375,-0.02,-1.038,-2.441,3.418,-84.36,64.83,81.98,53.792,-12.258,-0.917,0.68796,0.20398,0.68768,0.10986,34.9,10080.1.13,100
2024-10-7 22:9:3:505,WTSensor3(8E7876082DDC),-0.871,0.375,-0.018,-0.977,-0.305,4.028,-84.38,64.79,81.97,53.792,-12.258,-0.917,0.68796,0.20398,0.68768,0.10986,34.9,10080.1.13,100
2024-10-7 22:9:3:505,WTSensor3(8E7876082DDC),-0.879,0.371,-0.021,-0.488,1.282,4.883,-84.36,64.74,82,53.792,-12.258,-0.917,0.68796,0.20398,0.68768,0.10986,34.9,10080.1.13,100
2024-10-7 22:9:3:505,WTSensor3(8E7876082DDC),-0.89,0.37,-0.029,0.122,1.77,5.249,-84.33,64.68,82.03,53.792,-12.258,-0.917,0.68796,0.20398,0.68768,0.10986,34.9,10080.1.13,100
2024-10-7 22:9:3:505,WTSensor3(8E7876082DDC),-0.883,0.379,-0.036,0.305,-0.732,5.066,-84.34,64.63,82.02,53.792,-12.258,-0.917,0.68796,0.20398,0.68768,0.10986,34.9,10080.1.13,100
2024-10-7 22:9:3:521,WTSensor3(8E7876082DDC),-0.883,0.381,-0.044,0,-2.197,4.639,-84.38,64.58,81.97,53.792,-12.258,-0.917,0.68796,0.20398,0.68768,0.10986,34.9,10080.1.13,100
2024-10-7 22:9:3:521,WTSensor3(8E7876082DDC),-0.885,0.388,-0.045,-0.122,-3.113,4.395,-84.45,64.53,81.9,53.792,-12.258,-0.917,0.68796,0.20398,0.68768,0.10986,34.9,10080.1.13,100
2024-10-7 22:9:3:521,WTSensor3(8E7876082DDC),-0.885,0.39,-0.042,-0.122,-3.723,3.723,-84.52,64.5,81.82,53.792,-12.258,-0.917,0.68796,0.20398,0.68768,0.10986,34.9,10080.1.13,100
2024-10-7 22:9:3:521,WTSensor3(8E7876082DDC),-0.887,0.39,-0.031,-0.244,-3.479,3.052,-84.6,64.46,81.74,53.792,-12.258,-0.917,0.68796,0.20398,0.68768,0.10986,34.9,10080.1.13,100
2024-10-7 22:9:3:588,WTSensor3(8E7876082DDC),-0.885,0.395,-0.028,-0.061,-3.601,2.502,-84.67,64.43,81.66,53.792,-12.258,-0.917,0.68796,0.20398,0.68768,0.10986,34.9,10080.1.13,100
2024-10-7 22:9:3:589,WTSensor3(8E7876082DDC),-0.884,0.392,-0.024,0.122,-4.456,2.014,-84.76,64.41,81.56,53.792,-12.258,-0.917,0.68796,0.20398,0.68768,0.10986,34.9,10080.1.13,100
2024-10-7 22:9:3:589,WTSensor3(8E7876082DDC),-0.879,0.392,-0.025,0.244,-5.92,1.404,-84.88,64.4,81.43,53.792,-12.258,-0.917,0.68796,0.20398,0.68768,0.10986,34.9,10080.1.13,100
2024-10-7 22:9:3:589,WTSensor3(8E7876082DDC),-0.877,0.391,-0.027,-0.122,-6.836,1.099,-85.02,64.38,81.28,53.792,-12.258,-0.917,0.68796,0.20398,0.68768,0.10986,34.9,10080.1.13,100
2024-10-7 22:9:3:626,WTSensor3(8E7876082DDC),-0.874,0.388,-0.025,-0.061,-6.714,1.099,-85.16,64.37,81.13,53.792,-12.258,-0.917,0.68796,0.20398,0.68768,0.10986,34.9,10080.1.13,100
2024-10-7 22:9:3:626,WTSensor3(8E7876082DDC),-0.874,0.386,-0.019,-0.061,-6.287,1.282,-85.29,64.35,80.99,53.792,-12.258,-0.917,0.68796,0.20398,0.68768,0.10986,34.9,10080.1.13,100
2024-10-7 22:9:3:626,WTSensor3(8E7876082DDC),-0.876,0.394,-0.017,0.122,-6.714,1.526,-85.42,64.33,80.84,53.792,-12.258,-0.917,0.68796,0.20398,0.68768,0.10986,34.9,10080.1.13,100
2024-10-7 22:9:3:626,WTSensor3(8E7876082DDC),-0.875,0.392,-0.015,-0.671,-6.104,1.587,-85.55,64.31,80.7,53.792,-12.258,-0.917,0.68796,0.20398,0.68768,0.10986,34.9,10080.1.13,100
2024-10-7 22:9:3:655,WTSensor3(8E7876082DDC),-0.868,0.391,-0.013,-0.671,-4.578,1.404,-85.65,64.3,80.6,53.792,-12.258,-0.917,0.68796,0.20398,0.68768,0.10986,34.9,10080.1.13,100
2024-10-7 22:9:3:655,WTSensor3(8E7876082DDC),-0.863,0.393,-0.009,-0.793,-2.686,1.77,-85.72,64.28,80.54,53.792,-12.258,-0.917,0.68796,0.20398,0.68768,0.10986,34.9,10080.1.13,100
2024-10-7 22:9:3:655,WTSensor3(8E7876082DDC),-0.862,0.393,-0.007,-0.366,0,2.075,-85.72,64.25,80.54,53.792,-12.258,-0.917,0.68796,0.20398,0.68768,0.10986,34.9,10080.1.13,100
2024-10-7 22:9:3:655,WTSensor3(8E7876082DDC),-0.86,0.397,-0.007,0.061,2.441,2.808,-85.67,64.23,80.59,53.792,-12.258,-0.917,0.68796,0.20398,0.68768,0.10986,34.9,10080.1.13,100
2024-10-7 22:9:3:671,WTSensor3(8E7876082DDC),-0.856,0.39,-0.012,0.183,4.578,3.479,-85.57,64.19,80.69,53.792,-12.258,-0.917,0.70129,0.20929,0.67206,0.1124,34.9,10080.1.13,100
2024-10-7 22:9:3:671,WTSensor3(8E7876082DDC),-0.86,0.395,-0.016,0.366,6.958,4.028,-85.43,64.15,80.85,53.792,-12.258,-0.917,0.70129,0.20929,0.67206,0.1124,34.9,10080.1.13,100
2024-10-7 22:9:3:671,WTSensor3(8E7876082DDC),-0.877,0.396,-0.019,0.549,8.362,4.333,-85.25,64.11,81.05,53.792,-12.258,-0.917,0.70129,0.20929,0.67206,0.1124,34.9,10080.1.13,100
2024-10-7 22:9:3:671,WTSensor3(8E7876082DDC),-0.872,0.399,-0.018,-0.793,6.836,4.15,-85.12,64.06,81.21,53.792,-12.258,-0.917,0.70129,0.20929,0.67206,0.1124,34.9,10080.1.13,100
2024-10-7 22:9:3:715,WTSensor3(8E7876082DDC),-0.867,0.392,-0.021,0,7.568,3.845,-84.97,64.02,81.38,53.792,-12.258,-0.917,0.70129,0.20929,0.67206,0.1124,34.9,10080.1.13,100
2024-10-7 22:9:3:715,WTSensor3(8E7876082DDC),-0.862,0.4,-0.021,0.427,7.813,3.845,-84.81,63.98,81.55,53.792,-12.258,-0.917,0.70129,0.20929,0.67206,0.1124,34.9,10080.1.13,100
2024-10-7 22:9:3:715,WTSensor3(8E7876082DDC),-0.839,0.391,-0.028,-0.427,9.155,3.357,-84.63,63.95,81.76,53.792,-12.258,-0.917,0.70129,0.20929,0.67206,0.1124,34.9,10080.1.13,100
2024-10-7 22:9:3:715,WTSensor3(8E7876082DDC),-0.799,0.38,-0.038,0.366,14.16,3.174,-84.34,63.92,82.07,53.792,-12.258,-0.917,0.70129,0.20929,0.67206,0.1124,34.9,10080.1.13,100
2024-10-7 22:9:3:760,WTSensor3(8E7876082DDC),-0.778,0.395,-0.038,2.075,21.851,2.869,-83.9,63.89,82.55,53.792,-12.258,-0.917,0.70129,0.20929,0.67206,0.1124,34.9,10080.1.13,100
2024-10-7 22:9:3:760,WTSensor3(8E7876082DDC),-0.765,0.388,-0.055,1.77,25.574,7.996,-83.36,63.8,83.12,53.792,-12.258,-0.917,0.70129,0.20929,0.67206,0.1124,34.9,10080.1.13,100
2024-10-7 22:9:3:760,WTSensor3(8E7876082DDC),-0.805,0.375,-0.065,2.441,31.311,12.024,-82.74,63.68,83.8,53.792,-12.258,-0.917,0.70129,0.20929,0.67206,0.1124,34.9,10080.1.13,100
2024-10-7 22:9:3:760,WTSensor3(8E7876082DDC),-0.894,0.386,-0.051,5.005,39.246,10.498,-81.94,63.56,84.64,53.792,-12.258,-0.917,0.70129,0.20929,0.67206,0.1124,34.9,10080.1.13,100
2024-10-7 22:9:3:792,WTSensor3(8E7876082DDC),-0.936,0.359,-0.037,6.836,41.382,8.423,-81.07,63.46,85.54,53.792,-12.258,-0.917,0.70129,0.20929,0.67206,0.1124,34.9,10080.1.13,100
2024-10-7 22:9:3:792,WTSensor3(8E7876082DDC),-1.084,0.279,-0.097,8.179,44.006,-10.742,-80.06,63.53,86.54,53.792,-12.258,-0.917,0.70129,0.20929,0.67206,0.1124,34.9,10080.1.13,100
2024-10-7 22:9:3:792,WTSensor3(8E7876082DDC),-1.123,0.324,-0.031,13.184,39.124,-8.85,-79.15,63.59,87.42,53.792,-12.258,-0.917,0.70129,0.20929,0.67206,0.1124,34.9,10080.1.13,100
2024-10-7 22:9:3:792,WTSensor3(8E7876082DDC),-1.054,0.282,-0.085,15.076,28.992,-19.592,-78.35,63.75,88.12,53.792,-12.258,-0.917,0.70129,0.20929,0.67206,0.1124,34.9,10080.1.13,100
2024-10-7 22:9:3:836,WTSensor3(8E7876082DDC),-0.886,0.294,-0.085,14.404,22.522,-23.865,-77.7,63.96,88.69,53.792,-12.258,-0.917,0.70129,0.20929,0.67206,0.1124,34.9,10080.1.13,100
2024-10-7 22:9:3:836,WTSensor3(8E7876082DDC),-0.731,0.352,-0.088,17.212,24.475,-23.926,-76.99,64.17,89.29,53.792,-12.258,-0.917,0.70129,0.20929,0.67206,0.1124,34.9,10080.1.13,100
2024-10-7 22:9:3:836,WTSensor3(8E7876082DDC),-0.505,0.443,-0.094,16.418,27.466,-16.602,-76.22,64.3,89.96,54.417,-13.117,0.467,0.70129,0.20929,0.67206,0.1124,34.9,10080.1.13,100
2024-10-7 22:9:3:836,WTSensor3(8E7876082DDC),-0.285,0.547,-0.182,13.733,37.537,-2.502,-75.35,64.28,90.76,54.417,-13.117,0.467,0.70129,0.20929,0.67206,0.1124,34.9,10080.1.13,100
2024-10-7 22:9:3:891,WTSensor3(8E7876082DDC),-0.394,0.67,-0.133,4.211,31.86,16.418,-74.72,64.07,91.41,54.417,-13.117,0.467,0.70129,0.20929,0.67206,0.1124,34.9,10080.1.13,100
2024-10-7 22:9:3:891,WTSensor3(8E7876082DDC),-0.828,0.604,-0.116,-12.207,19.104,29.724,-74.53,63.75,91.75,54.417,-13.117,0.467,0.70129,0.20929,0.67206,0.1124,34.9,10080.1.13,100
2024-10-7 22:9:3:891,WTSensor3(8E7876082DDC),-1.249,0.429,-0.157,-20.325,25.33,33.691,-74.38,63.36,92.13,54.417,-13.117,0.467,0.70129,0.20929,0.67206,0.1124,34.9,10080.1.13,100
2024-10-7 22:9:3:891,WTSensor3(8E7876082DDC),-1.46,0.351,-0.159,-18.127,31.067,7.935,-74.09,63.15,92.64,54.417,-13.117,0.467,0.70129,0.20929,0.67206,0.1124,34.9,10080.1.13,100
2024-10-7 22:9:3:910,WTSensor3(8E7876082DDC),-1.573,0.166,-0.141,-10.01,-0.549,1.465,-74.17,63.11,92.65,54.417,-13.117,0.467,0.70129,0.20929,0.67206,0.1124,34.9,10080.1.13,100
2024-10-7 22:9:3:910,WTSensor3(8E7876082DDC),-1.357,0.144,-0.066,2.502,-20.752,-25.696,-74.44,63.37,92.3,54.417,-13.117,0.467,0.70129,0.20929,0.67206,0.1124,34.9,10080.1.13,100
2024-10-7 22:9:3:910,WTSensor3(8E7876082DDC),-1.23,0.13,-0.007,14.832,-29.602,-59.143,-74.66,63.98,91.89,54.417,-13.117,0.467,0.70129,0.20929,0.67206,0.1124,34.9,10080.1.13,100
2024-10-7 22:9:3:910,WTSensor3(8E7876082DDC),-0.916,0.219,0.027,26.672,-35.034,-64.453,-74.89,64.66,91.35,54.417,-13.117,0.467,0.70129,0.20929,0.67206,0.1124,34.9,10080.1.13,100
2024-10-7 22:9:3:970,WTSensor3(8E7876082DDC),-0.371,0.39,-0.082,32.959,-19.775,-56.03,-74.8,65.25,91.08,54.417,-13.117,0.467,0.70129,0.20929,0.67206,0.1124,34.9,10080.1.13,100
2024-10-7 22:9:3:970,WTSensor3(8E7876082DDC),0.019,0.55,-0.089,29.419,-8.911,-26.55,-74.61,65.53,90.98,54.417,-13.117,0.467,0.70129,0.20929,0.67206,0.1124,34.9,10080.1.13,100
2024-10-7 22:9:3:970,WTSensor3(8E7876082DDC),0.015,0.684,-0.058,16.052,1.465,6.836,-74.43,65.48,90.99,54.417,-13.117,0.467,0.70129,0.20929,0.67206,0.1124,34.9,10080.1.13,100
2024-10-7 22:9:3:970,WTSensor3(8E7876082DDC),-0.233,0.683,-0.021,-1.343,24.353,38.147,-74.08,65.08,91.38,54.417,-13.117,0.467,0.70129,0.20929,0.67206,0.1124,34.9,10080.1.13,100
2024-10-7 22:9:4:1,WTSensor3(8E7876082DDC),-0.57,0.55,-0.026,-8.484,55.969,63.293,-73.26,64.39,92.38,54.417,-13.117,0.467,0.70129,0.20929,0.67206,0.1124,34.9,10080.1.13,100
2024-10-7 22:9:4:1,WTSensor3(8E7876082DDC),-0.966,0.514,-0.032,-10.071,100.22,27.039,-71.69,63.81,94.25,54.417,-13.117,0.467,0.70129,0.20929,0.67206,0.1124,34.9,10080.1.13,100
2024-10-7 22:9:4:1,WTSensor3(8E7876082DDC),-1.412,0.315,-0.203,-18.066,97.717,47.058,-70.1,63.17,96.19,54.417,-13.117,0.467,0.70129,0.20929,0.67206,0.1124,34.9,10080.1.13,100
2024-10-7 22:9:4:1,WTSensor3(8E7876082DDC),-1.709,0.203,-0.457,-25.024,89.966,8.85,-68.69,62.81,97.99,54.417,-13.117,0.467,0.70129,0.20929,0.67206,0.1124,34.9,10080.1.13,100
2024-10-7 22:9:4:45,WTSensor3(8E7876082DDC),-1.318,0.189,-0.438,-19.47,48.401,0.61,-67.96,62.66,99,54.417,-13.117,0.467,0.70129,0.20929,0.67206,0.1124,34.9,10080.1.13,100
2024-10-7 22:9:4:45,WTSensor3(8E7876082DDC),-1.056,0.167,-0.294,-1.221,-3.723,-7.874,-67.93,62.74,99.06,54.417,-13.117,0.467,0.70129,0.20929,0.67206,0.1124,34.9,10080.1.13,100
2024-10-7 22:9:4:45,WTSensor3(8E7876082DDC),-0.762,0.284,-0.204,8.301,-17.7,-22.156,-68.03,63,98.86,54.417,-13.117,0.467,0.64847,0.20917,0.72198,0.11984,34.9,10080.1.13,100
2024-10-7 22:9:4:45,WTSensor3(8E7876082DDC),-0.656,0.403,-0.178,8.545,-0.793,-34.302,-67.79,63.31,99.02,54.417,-13.117,0.467,0.64847,0.20917,0.72198,0.11984,34.9,10080.1.13,100
2024-10-7 22:9:4:77,WTSensor3(8E7876082DDC),-0.464,0.51,-0.065,2.625,14.343,-24.536,-67.39,63.51,99.44,54.417,-13.117,0.467,0.64847,0.20917,0.72198,0.11984,34.9,10080.1.13,100
2024-10-7 22:9:4:77,WTSensor3(8E7876082DDC),-0.399,0.574,-0.087,-11.108,37.476,-25.024,-66.75,63.61,100.27,54.417,-13.117,0.467,0.64847,0.20917,0.72198,0.11984,34.9,10080.1.13,100
2024-10-7 22:9:4:77,WTSensor3(8E7876082DDC),-0.683,0.665,-0.011,-23.804,45.715,-17.456,-66.1,63.61,101.26,54.417,-13.117,0.467,0.64847,0.20917,0.72198,0.11984,34.9,10080.1.13,100
2024-10-7 22:9:4:77,WTSensor3(8E7876082DDC),-1.039,0.549,-0.139,-41.87,55.237,1.16,-65.51,63.44,102.37,54.417,-13.117,0.467,0.64847,0.20917,0.72198,0.11984,34.9,10080.1.13,100
2024-10-7 22:9:4:121,WTSensor3(8E7876082DDC),-1.1,0.382,-0.355,-53.223,61.462,-13.306,-64.85,63.34,103.69,54.417,-13.117,0.467,0.64847,0.20917,0.72198,0.11984,34.9,10080.1.13,100
2024-10-7 22:9:4:121,WTSensor3(8E7876082DDC),-1.025,0.288,-0.313,-43.518,32.532,-24.536,-64.5,63.46,104.58,54.417,-13.117,0.467,0.64847,0.20917,0.72198,0.11984,34.9,10080.1.13,100
2024-10-7 22:9:4:121,WTSensor3(8E7876082DDC),-0.938,0.272,-0.293,-28.87,3.235,-42.114,-64.42,63.84,105.02,54.417,-13.117,0.467,0.64847,0.20917,0.72198,0.11984,34.9,10080.1.13,100
2024-10-7 22:9:4:121,WTSensor3(8E7876082DDC),-1.024,0.27,-0.282,-17.09,-9.399,-45.532,-64.41,64.31,105.22,54.417,-13.117,0.467,0.64847,0.20917,0.72198,0.11984,34.9,10080.1.13,100
2024-10-7 22:9:4:186,WTSensor3(8E7876082DDC),-1.222,0.266,-0.176,-5.493,-11.047,-49.133,-64.3,64.84,105.43,54.417,-13.117,0.467,0.64847,0.20917,0.72198,0.11984,34.9,10080.1.13,100
2024-10-7 22:9:4:186,WTSensor3(8E7876082DDC),-1.384,0.263,-0.109,4.944,-11.23,-74.036,-64.01,65.52,105.69,54.417,-13.117,0.467,0.64847,0.20917,0.72198,0.11984,34.9,10080.1.13,100
2024-10-7 22:9:4:186,WTSensor3(8E7876082DDC),-1.215,0.269,-0.026,15.93,-27.466,-67.688,-63.92,66.24,105.61,54.417,-13.117,0.467,0.64847,0.20917,0.72198,0.11984,34.9,10080.1.13,100
