time,DeviceName,AccX(g),AccY(g),AccZ(g),AsX(°/s),AsY(°/s),AsZ(°/s),AngleX(°),AngleY(°),AngleZ(°),HX(uT),HY(uT),HZ(uT),Q0(),Q1(),Q2(),Q3(),Temperature(°C),Version(),Battery level(%)
2024-9-16 20:48:27:937,WT901BLE67(C3F20D2DC0A7),0.48,0.758,0.407,6.47,-1.892,0.732,64.84,-29.32,106.02,10.4,-82.058,-1.317,0.32565,0.29807,0.35837,0.82254,36.1,10080.1.7,10
2024-9-16 20:48:27:937,WT901BLE67(C3F20D2DC0A7),0.492,0.761,0.418,6.042,1.282,-0.793,64.9,-29.32,106.03,10.4,-82.058,-1.317,0.32565,0.29807,0.35837,0.82254,36.1,10080.1.7,10
2024-9-16 20:48:27:937,WT901BLE67(C3F20D2DC0A7),0.492,0.763,0.43,5.432,5.615,-1.892,64.94,-29.29,106.08,10.4,-82.058,-1.317,0.32565,0.29807,0.35837,0.82254,36.1,10080.1.7,10
2024-9-16 20:48:27:937,WT901BLE67(C3F20D2DC0A7),0.491,0.765,0.433,5.371,9.155,-2.136,64.96,-29.24,106.17,10.4,-82.058,-1.317,0.32565,0.29807,0.35837,0.82254,36.1,10080.1.7,10
2024-9-16 20:48:27:973,WT901BLE67(C3F20D2DC0A7),0.482,0.765,0.433,5.554,12.268,-2.075,64.96,-29.18,106.28,10.4,-82.058,-1.317,0.32565,0.29807,0.35837,0.82254,36.1,10080.1.7,10
2024-9-16 20:48:27:973,WT901BLE67(C3F20D2DC0A7),0.474,0.759,0.42,5.31,14.587,-2.38,64.95,-29.1,106.42,10.4,-82.058,-1.317,0.32565,0.29807,0.35837,0.82254,36.1,10080.1.7,10
2024-9-16 20:48:27:973,WT901BLE67(C3F20D2DC0A7),0.487,0.753,0.411,6.165,11.902,-0.916,64.95,-29.04,106.56,10.4,-82.058,-1.317,0.32565,0.29807,0.35837,0.82254,36.1,10080.1.7,10
2024-9-16 20:48:27:973,WT901BLE67(C3F20D2DC0A7),0.481,0.75,0.437,6.714,11.536,-1.099,64.96,-28.99,106.68,10.4,-82.058,-1.317,0.32565,0.29807,0.35837,0.82254,36.1,10080.1.7,10
2024-9-16 20:48:28:24,WT901BLE67(C3F20D2DC0A7),0.482,0.75,0.449,5.371,17.212,-2.686,64.94,-28.91,106.85,10.4,-82.058,-1.317,0.32565,0.29807,0.35837,0.82254,36.1,10080.1.7,10
2024-9-16 20:48:28:24,WT901BLE67(C3F20D2DC0A7),0.483,0.737,0.442,5.31,21.118,-4.944,64.9,-28.79,107.05,10.4,-82.058,-1.317,0.32565,0.29807,0.35837,0.82254,36.1,10080.1.7,10
2024-9-16 20:48:28:25,WT901BLE67(C3F20D2DC0A7),0.492,0.743,0.445,5.127,23.865,-4.883,64.84,-28.65,107.27,10.4,-82.058,-1.317,0.32565,0.29807,0.35837,0.82254,36.1,10080.1.7,10
2024-9-16 20:48:28:25,WT901BLE67(C3F20D2DC0A7),0.482,0.752,0.455,3.845,29.846,-4.456,64.75,-28.5,107.55,10.4,-82.058,-1.317,0.32565,0.29807,0.35837,0.82254,36.1,10080.1.7,10
2024-9-16 20:48:28:54,WT901BLE67(C3F20D2DC0A7),0.475,0.748,0.449,2.197,36.438,-4.944,64.62,-28.32,107.9,10.4,-82.058,-1.317,0.32565,0.29807,0.35837,0.82254,36.1,10080.1.7,10
2024-9-16 20:48:28:55,WT901BLE67(C3F20D2DC0A7),0.483,0.745,0.44,1.343,40.833,-6.042,64.45,-28.1,108.29,10.4,-82.058,-1.317,0.32565,0.29807,0.35837,0.82254,36.1,10080.1.7,10
2024-9-16 20:48:28:55,WT901BLE67(C3F20D2DC0A7),0.486,0.75,0.43,-0.061,42.114,-5.92,64.26,-27.87,108.69,10.4,-82.058,-1.317,0.32565,0.29807,0.35837,0.82254,36.1,10080.1.7,10
