time,DeviceName,AccX(g),AccY(g),AccZ(g),AsX(Â°/s),AsY(Â°/s),AsZ(Â°/s),AngleX(Â°),AngleY(Â°),AngleZ(Â°),HX(uT),HY(uT),HZ(uT),Q0(),Q1(),Q2(),Q3(),Temperature(Â°C),Version(),Battery
2024-11-7 21:27:43.26,WT1(4A3DE8A6FBCE),-0.125,-0.775,1.137,43.213,124.329,3.479,-18.24,15.45,58.24,-57.658,-43.517,32.217,0.85501,-0.12271,0.07651,0.49792,32.5,10080.1.7,10.0
2024-11-7 21:27:43.26,WT1(4A3DE8A6FBCE),-0.792,-1.421,1.918,126.587,110.901,-17.334,-17.44,16.54,57.78,-57.658,-43.517,32.217,0.85501,-0.12271,0.07651,0.49792,32.5,10080.1.7,10.0
2024-11-7 21:27:43.26,WT1(4A3DE8A6FBCE),-0.901,-1.48,1.782,232.666,62.195,17.822,-15.31,16.98,57.53,-57.658,-43.517,32.217,0.85501,-0.12271,0.07651,0.49792,32.5,10080.1.7,10.0
2024-11-7 21:27:43.26,WT1(4A3DE8A6FBCE),-0.309,-0.831,0.978,221.191,-23.071,60.73,-13.04,17.18,58.04,-57.658,-43.517,32.217,0.85501,-0.12271,0.07651,0.49792,32.5,10080.1.7,10.0
2024-11-7 21:27:43.85,WT1(4A3DE8A6FBCE),0.02,-0.481,0.928,246.765,-162.598,48.889,-10.49,15.93,58.79,-57.658,-43.517,32.217,0.85501,-0.12271,0.07651,0.49792,32.5,10080.1.7,10.0
2024-11-7 21:27:43.86,WT1(4A3DE8A6FBCE),-0.034,-0.798,1.386,257.813,-142.151,63.538,-7.86,14.5,59.58,-57.658,-43.517,32.217,0.85501,-0.12271,0.07651,0.49792,32.5,10080.1.7,10.0
2024-11-7 21:27:43.86,WT1(4A3DE8A6FBCE),0.405,-0.684,1.125,286.56,-135.803,71.594,-4.98,13.25,60.4,-57.658,-43.517,32.217,0.85501,-0.12271,0.07651,0.49792,32.5,10080.1.7,10.0
2024-11-7 21:27:43.86,WT1(4A3DE8A6FBCE),0.791,-0.232,0.663,325.623,-163.025,48.523,-1.81,11.68,61.01,-57.658,-43.517,32.217,0.85501,-0.12271,0.07651,0.49792,32.5,10080.1.7,10.0
2024-11-7 21:27:43.116,WT1(4A3DE8A6FBCE),0.615,0.251,0.527,310.303,-92.651,29.358,1.31,10.51,61.31,-57.658,-43.517,32.217,0.85501,-0.12271,0.07651,0.49792,32.5,10080.1.7,10.0
2024-11-7 21:27:43.116,WT1(4A3DE8A6FBCE),0.279,0.097,0.785,274.963,5.005,23.315,4.05,10.31,61.54,-57.658,-43.517,32.217,0.85501,-0.12271,0.07651,0.49792,32.5,10080.1.7,10.0
2024-11-7 21:27:43.117,WT1(4A3DE8A6FBCE),0.208,0.0,0.824,265.442,28.198,16.296,6.66,10.52,61.75,-57.658,-43.517,32.217,0.85501,-0.12271,0.07651,0.49792,32.5,10080.1.7,10.0
2024-11-7 21:27:43.117,WT1(4A3DE8A6FBCE),0.296,0.22,0.618,237.427,16.479,10.559,9.04,10.66,61.9,-57.658,-43.517,32.217,0.85501,-0.12271,0.07651,0.49792,32.5,10080.1.7,10.0
2024-11-7 21:27:43.146,WT1(4A3DE8A6FBCE),0.162,0.284,0.744,185.608,21.973,2.808,10.92,10.79,61.99,-57.658,-43.517,32.217,0.85501,-0.12271,0.07651,0.49792,32.5,10080.1.7,10.0
2024-11-7 21:27:43.146,WT1(4A3DE8A6FBCE),0.045,0.13,0.973,151.306,41.138,0.61,12.44,11.11,62.1,-57.658,-43.517,32.217,0.85501,-0.12271,0.07651,0.49792,32.5,10080.1.7,10.0
2024-11-7 21:27:43.146,WT1(4A3DE8A6FBCE),0.093,0.039,1.081,131.348,38.879,-0.183,13.72,11.45,62.21,-57.658,-43.517,32.217,0.85501,-0.12271,0.07651,0.49792,32.5,10080.1.7,10.0
2024-11-7 21:27:43.146,WT1(4A3DE8A6FBCE),0.174,0.128,0.99,108.643,32.959,2.197,14.81,11.72,62.34,-57.658,-43.517,32.217,0.85501,-0.12271,0.07651,0.49792,32.5,10080.1.7,10.0
2024-11-7 21:27:43.206,WT1(4A3DE8A6FBCE),0.062,0.201,0.887,78.064,39.612,4.456,15.62,12.01,62.5,-57.658,-43.517,32.217,0.85501,-0.12271,0.07651,0.49792,32.5,10080.1.7,10.0
2024-11-7 21:27:43.206,WT1(4A3DE8A6FBCE),0.084,0.309,0.782,41.565,46.265,7.08,16.1,12.38,62.73,-57.658,-43.517,32.217,0.84698,0.07407,0.17178,0.49753,32.5,10080.1.7,10.0
2024-11-7 21:27:43.206,WT1(4A3DE8A6FBCE),0.075,0.201,0.972,14.954,35.4,1.77,16.27,12.67,62.89,-57.658,-43.517,32.217,0.84698,0.07407,0.17178,0.49753,32.5,10080.1.7,10.0
2024-11-7 21:27:43.207,WT1(4A3DE8A6FBCE),0.097,0.038,1.187,7.263,42.297,2.014,16.33,12.99,63.05,-57.658,-43.517,32.217,0.84698,0.07407,0.17178,0.49753,32.5,10080.1.7,10.0
2024-11-7 21:27:43.236,WT1(4A3DE8A6FBCE),0.225,0.0,1.236,9.033,45.044,4.272,16.4,13.34,63.25,-57.658,-43.517,32.217,0.84698,0.07407,0.17178,0.49753,32.5,10080.1.7,10.0
2024-11-7 21:27:43.236,WT1(4A3DE8A6FBCE),0.228,-0.023,1.274,9.949,54.199,6.409,16.49,13.75,63.49,-57.658,-43.517,32.217,0.84698,0.07407,0.17178,0.49753,32.5,10080.1.7,10.0
2024-11-7 21:27:43.236,WT1(4A3DE8A6FBCE),0.093,-0.006,1.215,9.949,73.608,9.094,16.61,14.31,63.81,-57.658,-43.517,32.217,0.84698,0.07407,0.17178,0.49753,32.5,10080.1.7,10.0
