time,DeviceName,AccX(g),AccY(g),AccZ(g),AsX(°/s),AsY(°/s),AsZ(°/s),AngleX(°),AngleY(°),AngleZ(°),HX(uT),HY(uT),HZ(uT),Q0(),Q1(),Q2(),Q3(),Temperature(°C),Version(),Battery level(%)
2024-10-7 21:57:23:509,WTSensor3(8E7876082DDC),-0.484,0.702,0.36,11.292,26.428,9.277,-113.8,31.25,39.67,28.45,-27.658,-29.192,0.87241,0.36069,0.30673,0.12079,27.9,10080.1.13,100
2024-10-7 21:57:23:509,WTSensor3(8E7876082DDC),-0.491,0.725,0.365,11.597,21.851,10.071,-113.53,31.27,39.97,28.45,-27.658,-29.192,0.87241,0.36069,0.30673,0.12079,27.9,10080.1.13,100
2024-10-7 21:57:23:509,WTSensor3(8E7876082DDC),-0.533,0.737,0.356,11.23,15.076,11.841,-113.29,31.24,40.21,28.45,-27.658,-29.192,0.87241,0.36069,0.30673,0.12079,27.9,10080.1.13,100
2024-10-7 21:57:23:509,WTSensor3(8E7876082DDC),-0.57,0.731,0.352,9.46,9.155,10.193,-113.1,31.2,40.38,28.45,-27.658,-29.192,0.87241,0.36069,0.30673,0.12079,27.9,10080.1.13,100
2024-10-7 21:57:23:554,WTSensor3(8E7876082DDC),-0.534,0.758,0.398,7.507,-2.991,7.813,-112.99,31.14,40.44,28.45,-27.658,-29.192,0.87241,0.36069,0.30673,0.12079,27.9,10080.1.13,100
2024-10-7 21:57:23:554,WTSensor3(8E7876082DDC),-0.521,0.729,0.33,0.244,-9.705,2.258,-113.01,31.07,40.38,28.45,-27.658,-29.192,0.87241,0.36069,0.30673,0.12079,27.9,10080.1.13,100
2024-10-7 21:57:23:554,WTSensor3(8E7876082DDC),-0.503,0.766,0.415,-1.709,-7.263,-5.066,-113.07,31.01,40.24,28.45,-27.658,-29.192,0.87241,0.36069,0.30673,0.12079,27.9,10080.1.13,100
2024-10-7 21:57:23:554,WTSensor3(8E7876082DDC),-0.457,0.69,0.363,2.258,-18.433,-0.732,-113.15,30.93,40.06,28.45,-27.658,-29.192,0.87241,0.36069,0.30673,0.12079,27.9,10080.1.13,100
2024-10-7 21:57:23:599,WTSensor3(8E7876082DDC),-0.458,0.687,0.412,5.371,-13.306,-2.197,-113.18,30.87,39.9,28.45,-27.658,-29.192,0.87241,0.36069,0.30673,0.12079,27.9,10080.1.13,100
2024-10-7 21:57:23:599,WTSensor3(8E7876082DDC),-0.477,0.794,0.551,-9.216,6.165,-15.442,-113.25,30.89,39.8,28.45,-27.658,-29.192,0.87241,0.36069,0.30673,0.12079,27.9,10080.1.13,100
2024-10-7 21:57:23:600,WTSensor3(8E7876082DDC),-0.464,0.717,0.402,-1.221,-4.883,-2.075,-113.29,30.88,39.75,28.45,-27.658,-29.192,0.87241,0.36069,0.30673,0.12079,27.9,10080.1.13,100
