time,DeviceName,AccX(g),AccY(g),AccZ(g),AsX(°/s),AsY(°/s),AsZ(°/s),AngleX(°),AngleY(°),AngleZ(°),HX(uT),HY(uT),HZ(uT),Q0(),Q1(),Q2(),Q3(),Temperature(°C),Version(),Battery level(%)
2024-10-24 21:12:28:921,WTSensor3(8E7876082DDC),0.295,-0.383,-1.162,23.56,-16.907,-23.621,31.59,-12.85,23.49,5.133,-15.075,72.125,0.23474,-0.94696,-0.20459,-0.07855,27.9,10080.1.13,100
2024-10-24 21:12:28:921,WTSensor3(8E7876082DDC),0.308,-0.397,-1.164,27.161,-23.254,-24.536,31.78,-12.76,23.83,5.133,-15.075,72.125,0.23474,-0.94696,-0.20459,-0.07855,27.9,10080.1.13,100
2024-10-24 21:12:28:921,WTSensor3(8E7876082DDC),0.327,-0.409,-1.173,28.992,-18.677,-25.818,32,-12.71,24.18,5.133,-15.075,72.125,0.23474,-0.94696,-0.20459,-0.07855,27.9,10080.1.13,100
2024-10-24 21:12:28:921,WTSensor3(8E7876082DDC),0.345,-0.438,-1.18,30.029,-10.803,-27.771,32.23,-12.73,24.5,5.133,-15.075,72.125,0.23474,-0.94696,-0.20459,-0.07855,27.9,10080.1.13,100
2024-10-24 21:12:28:964,WTSensor3(8E7876082DDC),0.379,-0.467,-1.2,33.081,-5.554,-29.541,32.5,-12.82,24.81,5.133,-15.075,72.125,0.23474,-0.94696,-0.20459,-0.07855,27.9,10080.1.13,100
2024-10-24 21:12:28:964,WTSensor3(8E7876082DDC),0.379,-0.48,-1.203,37.598,-0.732,-30.334,32.81,-12.95,25.11,5.133,-15.075,72.125,0.23474,-0.94696,-0.20459,-0.07855,27.9,10080.1.13,100
2024-10-24 21:12:28:964,WTSensor3(8E7876082DDC),0.377,-0.557,-1.253,44.556,2.319,-30.396,33.19,-13.11,25.4,5.133,-15.075,72.125,0.23474,-0.94696,-0.20459,-0.07855,27.9,10080.1.13,100
2024-10-24 21:12:28:964,WTSensor3(8E7876082DDC),0.416,-0.565,-1.303,52.368,-6.531,-27.832,33.65,-13.19,25.7,5.133,-15.075,72.125,0.23474,-0.94696,-0.20459,-0.07855,27.9,10080.1.13,100
2024-10-24 21:12:29:11,WTSensor3(8E7876082DDC),0.431,-0.531,-1.287,59.937,-15.381,-27.893,34.17,-13.2,26.05,5.133,-15.075,72.125,0.23474,-0.94696,-0.20459,-0.07855,27.9,10080.1.13,100
2024-10-24 21:12:29:11,WTSensor3(8E7876082DDC),0.382,-0.531,-1.249,71.045,-19.287,-36.926,34.77,-13.21,26.49,5.133,-15.075,72.125,0.23474,-0.94696,-0.20459,-0.07855,27.9,10080.1.13,100
