time,DeviceName,AccX(g),AccY(g),AccZ(g),AsX(Â°/s),AsY(Â°/s),AsZ(Â°/s),AngleX(Â°),AngleY(Â°),AngleZ(Â°),HX(uT),HY(uT),HZ(uT),Q0(),Q1(),Q2(),Q3(),Temperature(Â°C),Version(),Battery
2024-10-3 21:41:27:95,WT901BLE67(4A3DE8A6FBCE),1.314,-0.408,0.948,1.648,-43.274,55.359,-13.68,-7.1,155.96,18.108,-5.517,30.483,-0.20258,-0.0488,0.09106,-0.97375,31.2,10080.1.7,10.0
2024-10-3 21:41:27:95,WT901BLE67(4A3DE8A6FBCE),1.47,-0.446,1.235,-65.002,-43.396,69.458,-14.36,-7.55,156.78,18.108,-5.517,30.483,-0.20258,-0.0488,0.09106,-0.97375,31.2,10080.1.7,10.0
2024-10-3 21:41:27:95,WT901BLE67(4A3DE8A6FBCE),1.277,-0.609,1.589,-67.2,-9.583,30.029,-15.21,-7.76,157.24,18.108,-5.517,30.483,-0.20258,-0.0488,0.09106,-0.97375,31.2,10080.1.7,10.0
2024-10-3 21:41:27:96,WT901BLE67(4A3DE8A6FBCE),1.165,-0.773,1.583,-27.344,-8.728,2.136,-15.68,-7.95,157.33,18.108,-5.517,30.483,-0.20258,-0.0488,0.09106,-0.97375,31.2,10080.1.7,10.0
2024-10-3 21:41:27:96,WT901BLE67(4A3DE8A6FBCE),1.091,-0.77,1.53,19.226,-15.991,18.616,-15.7,-8.22,157.5,18.108,-5.517,30.483,-0.20258,-0.0488,0.09106,-0.97375,31.2,10080.1.7,10.0
2024-10-3 21:41:27:96,WT901BLE67(4A3DE8A6FBCE),1.143,-0.688,1.379,36.011,-14.893,56.641,-15.51,-8.38,158.0,18.108,-5.517,30.483,-0.20258,-0.0488,0.09106,-0.97375,31.2,10080.1.7,10.0
2024-10-3 21:41:27:96,WT901BLE67(4A3DE8A6FBCE),1.127,-0.584,1.381,23.254,-22.949,77.759,-15.42,-8.54,158.79,18.108,-5.517,30.483,-0.20258,-0.0488,0.09106,-0.97375,31.2,10080.1.7,10.0
2024-10-3 21:41:27:96,WT901BLE67(4A3DE8A6FBCE),1.028,-0.548,1.513,10.132,-26.489,76.05,-15.5,-8.73,159.61,18.108,-5.517,30.483,-0.20258,-0.0488,0.09106,-0.97375,31.2,10080.1.7,10.0
2024-10-3 21:41:27:159,WT901BLE67(4A3DE8A6FBCE),0.946,-0.554,1.601,10.62,-24.658,69.946,-15.6,-8.93,160.38,18.108,-5.517,30.483,-0.20258,-0.0488,0.09106,-0.97375,31.2,10080.1.7,10.0
2024-10-3 21:41:27:159,WT901BLE67(4A3DE8A6FBCE),0.909,-0.564,1.609,16.113,-22.095,71.899,-15.65,-9.11,161.14,51.5,-67.008,11.85,-0.20258,-0.0488,0.09106,-0.97375,31.2,10080.1.7,10.0
2024-10-3 21:41:27:159,WT901BLE67(4A3DE8A6FBCE),0.875,-0.57,1.621,21.851,-14.526,80.017,-15.65,-9.22,161.94,51.5,-67.008,11.85,-0.20258,-0.0488,0.09106,-0.97375,31.2,10080.1.7,10.0
2024-10-3 21:41:27:159,WT901BLE67(4A3DE8A6FBCE),0.87,-0.574,1.616,24.719,-7.874,90.332,-15.63,-9.22,162.83,51.5,-67.008,11.85,-0.20258,-0.0488,0.09106,-0.97375,31.2,10080.1.7,10.0
2024-10-3 21:41:27:186,WT901BLE67(4A3DE8A6FBCE),0.857,-0.563,1.581,22.583,-4.944,98.755,-15.63,-9.16,163.8,51.5,-67.008,11.85,-0.20258,-0.0488,0.09106,-0.97375,31.2,10080.1.7,10.0
2024-10-3 21:41:27:186,WT901BLE67(4A3DE8A6FBCE),0.836,-0.566,1.576,18.616,-3.601,105.408,-15.68,-9.06,164.82,51.5,-67.008,11.85,-0.20258,-0.0488,0.09106,-0.97375,31.2,10080.1.7,10.0
2024-10-3 21:41:27:186,WT901BLE67(4A3DE8A6FBCE),0.813,-0.573,1.588,15.869,-3.479,110.535,-15.76,-8.95,165.9,51.5,-67.008,11.85,-0.20258,-0.0488,0.09106,-0.97375,31.2,10080.1.7,10.0
2024-10-3 21:41:27:186,WT901BLE67(4A3DE8A6FBCE),0.798,-0.567,1.576,13.916,-5.371,113.647,-15.87,-8.84,167.02,51.5,-67.008,11.85,-0.20258,-0.0488,0.09106,-0.97375,31.2,10080.1.7,10.0
