time	DeviceName	AccX(g)	AccY(g)	AccZ(g)	AsX(°/s)	AsY(°/s)	AsZ(°/s)	AngleX(°)	AngleY(°)	AngleZ(°)	HX(uT)	HY(uT)	HZ(uT)	Q0()	Q1()	Q2()	Q3()	Temperature(°C)	Version()	Battery level(%)
2024-10-17 22:19:15:586	WT1(4A3DE8A6FBCE)	-0.820	0.432	-1.154	-1.221	-13.428	9.583	157.93	40.68	178.53	34.950	-172.900	47.500	0.29520	-0.00223	0.93481	0.19724	24.3	10080.1.7	100
2024-10-17 22:19:15:586	WT1(4A3DE8A6FBCE)	-0.869	0.336	-0.934	31.128	15.442	13.977	158.08	40.58	178.41	34.950	-172.900	47.500	0.29520	-0.00223	0.93481	0.19724	24.3	10080.1.7	100
2024-10-17 22:19:15:586	WT1(4A3DE8A6FBCE)	-0.878	0.425	-0.889	56.580	47.119	33.203	158.49	40.11	178.27	34.950	-172.900	47.500	0.29520	-0.00223	0.93481	0.19724	24.3	10080.1.7	100
2024-10-17 22:19:15:586	WT1(4A3DE8A6FBCE)	-0.831	0.468	-0.899	53.589	35.339	72.021	158.68	39.55	177.70	34.950	-172.900	47.500	0.29520	-0.00223	0.93481	0.19724	24.3	10080.1.7	100
2024-10-17 22:19:15:615	WT1(4A3DE8A6FBCE)	-0.719	0.420	-0.836	27.222	29.114	103.210	158.33	38.94	176.65	34.950	-172.900	47.500	0.33231	-0.03555	0.92743	0.16751	24.3	10080.1.7	100
2024-10-17 22:19:15:615	WT1(4A3DE8A6FBCE)	-0.738	0.371	-0.786	29.785	57.251	99.243	157.97	38.14	175.66	34.950	-172.900	47.500	0.33231	-0.03555	0.92743	0.16751	24.3	10080.1.7	100
2024-10-17 22:19:15:615	WT1(4A3DE8A6FBCE)	-0.683	0.311	-0.771	52.307	69.397	101.318	157.91	37.16	174.82	34.950	-172.900	47.500	0.33231	-0.03555	0.92743	0.16751	24.3	10080.1.7	100
2024-10-17 22:19:15:615	WT1(4A3DE8A6FBCE)	-0.699	0.335	-0.742	74.402	64.209	114.746	157.99	36.16	173.83	34.950	-172.900	47.500	0.33231	-0.03555	0.92743	0.16751	24.3	10080.1.7	100
2024-10-17 22:19:15:645	WT1(4A3DE8A6FBCE)	-0.669	0.312	-0.767	90.210	61.279	121.704	158.20	35.18	172.73	34.950	-172.900	47.500	0.33231	-0.03555	0.92743	0.16751	24.3	10080.1.7	100
2024-10-17 22:19:15:645	WT1(4A3DE8A6FBCE)	-0.683	0.311	-0.757	102.234	47.668	134.888	158.46	34.26	171.46	34.950	-172.900	47.500	0.33231	-0.03555	0.92743	0.16751	24.3	10080.1.7	100
2024-10-17 22:19:15:645	WT1(4A3DE8A6FBCE)	-0.563	0.187	-0.731	102.783	29.358	139.893	158.69	33.48	170.03	34.950	-172.900	47.500	0.33231	-0.03555	0.92743	0.16751	24.3	10080.1.7	100
2024-10-17 22:19:15:645	WT1(4A3DE8A6FBCE)	-0.504	0.275	-0.608	94.788	35.889	133.301	158.89	32.74	168.64	34.950	-172.900	47.500	0.33231	-0.03555	0.92743	0.16751	24.3	10080.1.7	100
2024-10-17 22:19:15:714	WT1(4A3DE8A6FBCE)	-0.501	0.372	-0.595	85.876	72.754	117.249	159.18	31.76	167.56	34.950	-172.900	47.500	0.33231	-0.03555	0.92743	0.16751	24.3	10080.1.7	100
2024-10-17 22:19:15:714	WT1(4A3DE8A6FBCE)	-0.531	0.402	-0.685	80.994	107.239	98.877	159.61	30.50	166.83	34.950	-172.900	47.500	0.33231	-0.03555	0.92743	0.16751	24.3	10080.1.7	100
2024-10-17 22:19:15:714	WT1(4A3DE8A6FBCE)	-0.532	0.315	-0.763	86.365	118.286	91.309	160.17	29.11	166.28	34.950	-172.900	47.500	0.33231	-0.03555	0.92743	0.16751	24.3	10080.1.7	100
2024-10-17 22:19:15:714	WT1(4A3DE8A6FBCE)	-0.515	0.253	-0.750	96.985	102.112	90.027	160.83	27.84	165.72	34.950	-172.900	47.500	0.33231	-0.03555	0.92743	0.16751	24.3	10080.1.7	100
2024-10-17 22:19:15:736	WT1(4A3DE8A6FBCE)	-0.467	0.212	-0.722	104.187	85.388	89.478	161.55	26.75	165.08	34.950	-172.900	47.500	0.33231	-0.03555	0.92743	0.16751	24.3	10080.1.7	100
2024-10-17 22:19:15:736	WT1(4A3DE8A6FBCE)	-0.462	0.212	-0.682	103.882	87.463	88.196	162.30	25.70	164.43	34.950	-172.900	47.500	0.33231	-0.03555	0.92743	0.16751	24.3	10080.1.7	100
2024-10-17 22:19:15:736	WT1(4A3DE8A6FBCE)	-0.405	0.214	-0.655	101.563	100.037	84.351	163.06	24.56	163.84	34.950	-172.900	47.500	0.33231	-0.03555	0.92743	0.16751	24.3	10080.1.7	100
2024-10-17 22:19:15:736	WT1(4A3DE8A6FBCE)	-0.396	0.246	-0.599	97.839	115.662	81.970	163.83	23.29	163.32	34.950	-172.900	47.500	0.33231	-0.03555	0.92743	0.16751	24.3	10080.1.7	100
2024-10-17 22:19:15:796	WT1(4A3DE8A6FBCE)	-0.430	0.259	-0.606	90.698	133.606	83.252	164.55	21.86	162.83	34.950	-172.900	47.500	0.33231	-0.03555	0.92743	0.16751	24.3	10080.1.7	100
2024-10-17 22:19:15:796	WT1(4A3DE8A6FBCE)	-0.402	0.234	-0.708	77.759	138.550	81.848	165.19	20.35	162.36	34.950	-172.900	47.500	0.33231	-0.03555	0.92743	0.16751	24.3	10080.1.7	100
2024-10-17 22:19:15:796	WT1(4A3DE8A6FBCE)	-0.339	0.254	-0.811	53.467	140.442	76.599	165.64	18.84	161.92	34.950	-172.900	47.500	0.33231	-0.03555	0.92743	0.16751	24.3	10080.1.7	100
2024-10-17 22:19:15:796	WT1(4A3DE8A6FBCE)	-0.354	0.286	-1.038	-2.380	108.643	39.307	165.68	17.58	161.70	34.950	-172.900	47.500	0.33231	-0.03555	0.92743	0.16751	24.3	10080.1.7	100
2024-10-17 22:19:15:825	WT1(4A3DE8A6FBCE)	-0.324	0.210	-0.927	-38.940	74.158	-11.169	165.40	16.86	161.90	34.950	-172.900	47.500	0.33231	-0.03555	0.92743	0.16751	24.3	10080.1.7	100
2024-10-17 22:19:15:826	WT1(4A3DE8A6FBCE)	-0.298	0.211	-0.872	-51.270	91.614	-39.673	165.07	16.17	162.47	34.950	-172.900	47.500	0.33231	-0.03555	0.92743	0.16751	24.3	10080.1.7	100
2024-10-17 22:19:15:826	WT1(4A3DE8A6FBCE)	-0.241	0.202	-0.852	-58.472	131.104	-57.068	164.73	15.18	163.32	34.950	-172.900	47.500	0.33231	-0.03555	0.92743	0.16751	24.3	10080.1.7	100
2024-10-17 22:19:15:826	WT1(4A3DE8A6FBCE)	-0.143	0.334	-0.674	-37.109	217.529	-54.382	164.55	13.45	164.43	34.950	-172.900	47.500	0.33231	-0.03555	0.92743	0.16751	24.3	10080.1.7	100
2024-10-17 22:19:15:856	WT1(4A3DE8A6FBCE)	0.051	0.257	-1.145	-27.466	206.909	-57.373	164.53	11.58	165.57	34.950	-172.900	47.500	0.33231	-0.03555	0.92743	0.16751	24.3	10080.1.7	100
2024-10-17 22:19:15:856	WT1(4A3DE8A6FBCE)	0.102	0.056	-1.191	-26.917	182.312	-34.729	164.42	9.90	166.51	34.950	-172.900	47.500	0.33231	-0.03555	0.92743	0.16751	24.3	10080.1.7	100
2024-10-17 22:19:15:856	WT1(4A3DE8A6FBCE)	0.072	0.031	-1.204	-8.972	129.944	25.635	164.33	8.53	166.82	34.950	-172.900	47.500	0.33231	-0.03555	0.92743	0.16751	24.3	10080.1.7	100
2024-10-17 22:19:15:857	WT1(4A3DE8A6FBCE)	0.013	0.174	-1.103	4.150	84.290	80.505	164.30	7.47	166.40	34.950	-172.900	47.500	0.33231	-0.03555	0.92743	0.16751	24.3	10080.1.7	100
2024-10-17 22:19:15:915	WT1(4A3DE8A6FBCE)	0.029	0.290	-0.930	-8.728	75.867	93.811	164.19	6.51	165.71	34.950	-172.900	47.500	0.33231	-0.03555	0.92743	0.16751	24.3	10080.1.7	100
2024-10-17 22:19:15:916	WT1(4A3DE8A6FBCE)	0.042	0.266	-0.939	-31.677	70.862	87.158	163.86	5.59	165.05	34.950	-172.900	47.500	0.33231	-0.03555	0.92743	0.16751	24.3	10080.1.7	100
2024-10-17 22:19:15:916	WT1(4A3DE8A6FBCE)	-0.036	0.186	-1.081	-40.771	33.447	92.529	163.41	4.93	164.31	34.950	-172.900	47.500	0.33231	-0.03555	0.92743	0.16751	24.3	10080.1.7	100
2024-10-17 22:19:15:916	WT1(4A3DE8A6FBCE)	0.003	0.108	-1.176	-31.189	-6.958	103.699	162.99	4.63	163.34	34.950	-172.900	47.500	0.33231	-0.03555	0.92743	0.16751	24.3	10080.1.7	100
2024-10-17 22:19:15:946	WT1(4A3DE8A6FBCE)	0.001	0.251	-1.080	-4.272	-17.944	86.243	162.81	4.58	162.38	34.950	-172.900	47.500	0.33231	-0.03555	0.92743	0.16751	24.3	10080.1.7	100
2024-10-17 22:19:15:946	WT1(4A3DE8A6FBCE)	-0.041	0.386	-0.956	5.249	47.974	31.311	162.84	4.16	162.04	34.950	-172.900	47.500	0.33231	-0.03555	0.92743	0.16751	24.3	10080.1.7	100
2024-10-17 22:19:15:946	WT1(4A3DE8A6FBCE)	0.150	0.160	-1.195	14.526	75.317	-11.169	162.98	3.47	162.28	34.950	-172.900	47.500	0.33231	-0.03555	0.92743	0.16751	24.3	10080.1.7	100
