time,DeviceName,AccX(g),AccY(g),AccZ(g),AsX(Â°/s),AsY(Â°/s),AsZ(Â°/s),AngleX(Â°),AngleY(Â°),AngleZ(Â°),HX(uT),HY(uT),HZ(uT),Q0(),Q1(),Q2(),Q3(),Temperature(Â°C),Version(),Battery
2024-11-7 21:54:54.673,WT1(4A3DE8A6FBCE),0.407,0.075,1.181,11.902,20.264,15.259,9.71,-23.36,125.96,-36.6,-88.767,41.417,0.41156,0.23361,0.02417,0.88055,30.9,10080.1.7,10.0
2024-11-7 21:54:54.673,WT1(4A3DE8A6FBCE),0.472,-0.05,1.337,0.366,21.179,11.169,9.65,-23.19,126.15,-36.6,-88.767,41.417,0.41156,0.23361,0.02417,0.88055,30.9,10080.1.7,10.0
2024-11-7 21:54:54.673,WT1(4A3DE8A6FBCE),0.57,-0.105,1.354,0.244,23.071,2.197,9.57,-22.97,126.28,-36.6,-88.767,41.417,0.41156,0.23361,0.02417,0.88055,30.9,10080.1.7,10.0
2024-11-7 21:54:54.673,WT1(4A3DE8A6FBCE),0.495,-0.327,1.752,16.479,-4.883,-23.56,9.7,-22.95,126.09,-36.6,-88.767,41.417,0.41156,0.23361,0.02417,0.88055,30.9,10080.1.7,10.0
2024-11-7 21:54:54.702,WT1(4A3DE8A6FBCE),0.181,-0.455,2.086,103.821,52.124,-7.446,10.49,-22.63,126.04,-36.6,-88.767,41.417,0.41156,0.23361,0.02417,0.88055,30.9,10080.1.7,10.0
2024-11-7 21:54:54.702,WT1(4A3DE8A6FBCE),0.146,-0.245,1.715,154.053,79.102,7.507,11.8,-21.88,126.29,-36.6,-88.767,41.417,0.41156,0.23361,0.02417,0.88055,30.9,10080.1.7,10.0
2024-11-7 21:54:54.702,WT1(4A3DE8A6FBCE),0.348,-0.088,1.38,176.514,42.053,18.616,13.35,-21.43,126.61,-36.6,-88.767,41.417,0.41156,0.23361,0.02417,0.88055,30.9,10080.1.7,10.0
2024-11-7 21:54:54.702,WT1(4A3DE8A6FBCE),0.562,-0.0,1.264,188.965,6.409,21.423,15.05,-21.36,126.9,-36.6,-88.767,41.417,0.41156,0.23361,0.02417,0.88055,30.9,10080.1.7,10.0
2024-11-7 21:54:54.733,WT1(4A3DE8A6FBCE),0.637,-0.021,1.331,209.167,-7.141,13.062,16.97,-21.47,127.06,-36.6,-88.767,41.417,0.41156,0.23361,0.02417,0.88055,30.9,10080.1.7,10.0
2024-11-7 21:54:54.734,WT1(4A3DE8A6FBCE),0.558,-0.038,1.35,238.464,1.404,-0.732,19.2,-21.52,127.13,-36.6,-88.767,41.417,0.41156,0.23361,0.02417,0.88055,30.9,10080.1.7,10.0
2024-11-7 21:54:54.734,WT1(4A3DE8A6FBCE),0.444,-0.002,1.292,266.724,14.038,-12.146,21.75,-21.41,127.14,-36.6,-88.767,41.417,0.41156,0.23361,0.02417,0.88055,30.9,10080.1.7,10.0
2024-11-7 21:54:54.734,WT1(4A3DE8A6FBCE),0.325,0.015,1.295,291.504,13.672,-18.86,24.56,-21.23,127.06,-36.6,-88.767,41.417,0.41156,0.23361,0.02417,0.88055,30.9,10080.1.7,10.0
2024-11-7 21:54:54.793,WT1(4A3DE8A6FBCE),0.274,-0.025,1.339,329.041,-1.465,-20.081,27.72,-21.13,126.92,-36.6,-88.767,41.417,0.41156,0.23361,0.02417,0.88055,30.9,10080.1.7,10.0
2024-11-7 21:54:54.794,WT1(4A3DE8A6FBCE),0.288,-0.004,1.265,385.132,-23.987,-15.686,31.43,-21.23,126.69,-36.6,-88.767,41.417,0.41156,0.23361,0.02417,0.88055,30.9,10080.1.7,10.0
2024-11-7 21:54:54.794,WT1(4A3DE8A6FBCE),0.34,0.236,0.97,413.879,-23.132,-3.601,35.5,-21.41,126.51,-36.6,-88.767,41.417,0.41156,0.23361,0.02417,0.88055,30.9,10080.1.7,10.0
