time,DeviceName,AccX(g),AccY(g),AccZ(g),AsX(°/s),AsY(°/s),AsZ(°/s),AngleX(°),AngleY(°),AngleZ(°),HX(uT),HY(uT),HZ(uT),Q0(),Q1(),Q2(),Q3(),Temperature(°C),Version(),Battery
2024-10-3 22:0:48:846,WT901BLE67(4A3DE8A6FBCE),0.792,-0.268,1.22,-5.31,3.113,1.953,-58.66,-70.29,23.33,11.275,-19.45,64.125,-0.73831,0.29214,0.59268,0.1347,33.0,10080.1.7,10.0
2024-10-3 22:0:48:846,WT901BLE67(4A3DE8A6FBCE),0.791,-0.268,1.229,-5.005,3.174,2.136,-58.5,-70.21,23.1,11.275,-19.45,64.125,-0.73831,0.29214,0.59268,0.1347,33.0,10080.1.7,10.0
2024-10-3 22:0:48:846,WT901BLE67(4A3DE8A6FBCE),0.791,-0.269,1.242,-4.089,2.441,2.258,-58.35,-70.12,22.89,11.275,-19.45,64.125,-0.73831,0.29214,0.59268,0.1347,33.0,10080.1.7,10.0
2024-10-3 22:0:48:876,WT901BLE67(4A3DE8A6FBCE),0.791,-0.27,1.25,-2.991,1.77,2.075,-58.21,-70.04,22.7,11.275,-19.45,64.125,-0.73831,0.29214,0.59268,0.1347,33.0,10080.1.7,10.0
2024-10-3 22:0:48:876,WT901BLE67(4A3DE8A6FBCE),0.792,-0.27,1.255,-1.343,0.793,1.892,-58.07,-69.97,22.53,11.275,-19.45,64.125,-0.73831,0.29214,0.59268,0.1347,33.0,10080.1.7,10.0
2024-10-3 22:0:48:876,WT901BLE67(4A3DE8A6FBCE),0.794,-0.266,1.257,0.183,-0.366,1.587,-57.95,-69.91,22.38,11.275,-19.45,64.125,-0.75739,0.29214,0.56851,0.13309,33.0,10080.1.7,10.0
2024-10-3 22:0:48:876,WT901BLE67(4A3DE8A6FBCE),0.798,-0.262,1.26,1.648,-1.404,0.671,-57.82,-69.85,22.25,11.275,-19.45,64.125,-0.75739,0.29214,0.56851,0.13309,33.0,10080.1.7,10.0
2024-10-3 22:0:48:936,WT901BLE67(4A3DE8A6FBCE),0.794,-0.262,1.256,3.296,-2.625,-0.183,-57.68,-69.81,22.14,11.275,-19.45,64.125,-0.75739,0.29214,0.56851,0.13309,33.0,10080.1.7,10.0
2024-10-3 22:0:48:936,WT901BLE67(4A3DE8A6FBCE),0.79,-0.259,1.256,5.005,-3.113,-1.282,-57.54,-69.79,22.02,11.275,-19.45,64.125,-0.75739,0.29214,0.56851,0.13309,33.0,10080.1.7,10.0
2024-10-3 22:0:48:936,WT901BLE67(4A3DE8A6FBCE),0.785,-0.26,1.252,6.409,-4.211,-2.136,-57.39,-69.77,21.92,11.275,-19.45,64.125,-0.75739,0.29214,0.56851,0.13309,33.0,10080.1.7,10.0
2024-10-3 22:0:48:936,WT901BLE67(4A3DE8A6FBCE),0.781,-0.262,1.242,7.751,-5.127,-2.258,-57.24,-69.77,21.84,11.275,-19.45,64.125,-0.75739,0.29214,0.56851,0.13309,33.0,10080.1.7,10.0
2024-10-3 22:0:48:965,WT901BLE67(4A3DE8A6FBCE),0.781,-0.265,1.23,8.911,-6.897,-2.075,-57.11,-69.77,21.79,11.275,-19.45,64.125,-0.75739,0.29214,0.56851,0.13309,33.0,10080.1.7,10.0
2024-10-3 22:0:48:966,WT901BLE67(4A3DE8A6FBCE),0.783,-0.267,1.217,9.399,-8.728,-2.075,-57.03,-69.78,21.79,11.275,-19.45,64.125,-0.75739,0.29214,0.56851,0.13309,33.0,10080.1.7,10.0
2024-10-3 22:0:48:966,WT901BLE67(4A3DE8A6FBCE),0.787,-0.269,1.208,9.094,-9.705,-2.075,-56.97,-69.8,21.81,11.275,-19.45,64.125,-0.75739,0.29214,0.56851,0.13309,33.0,10080.1.7,10.0
2024-10-3 22:0:48:966,WT901BLE67(4A3DE8A6FBCE),0.788,-0.269,1.197,7.568,-10.559,-1.282,-56.95,-69.81,21.88,11.275,-19.45,64.125,-0.75739,0.29214,0.56851,0.13309,33.0,10080.1.7,10.0
2024-10-3 22:0:48:996,WT901BLE67(4A3DE8A6FBCE),0.789,-0.277,1.187,6.042,-9.949,-0.732,-56.96,-69.82,21.95,11.275,-19.45,64.125,-0.75739,0.29214,0.56851,0.13309,33.0,10080.1.7,10.0
2024-10-3 22:0:48:996,WT901BLE67(4A3DE8A6FBCE),0.784,-0.277,1.184,4.272,-8.362,-0.671,-56.95,-69.82,21.98,11.275,-19.45,64.125,-0.75739,0.29214,0.56851,0.13309,33.0,10080.1.7,10.0
2024-10-3 22:0:48:996,WT901BLE67(4A3DE8A6FBCE),0.777,-0.276,1.184,1.77,-6.836,-0.671,-56.93,-69.82,21.98,11.275,-19.45,64.125,-0.75739,0.29214,0.56851,0.13309,33.0,10080.1.7,10.0
2024-10-3 22:0:48:996,WT901BLE67(4A3DE8A6FBCE),0.773,-0.28,1.184,-1.16,-6.042,-0.366,-56.92,-69.8,21.96,11.275,-19.45,64.125,-0.75739,0.29214,0.56851,0.13309,33.0,10080.1.7,10.0
2024-10-3 22:0:49:55,WT901BLE67(4A3DE8A6FBCE),0.768,-0.281,1.177,-3.601,-4.944,-0.244,-56.91,-69.78,21.91,11.275,-19.45,64.125,-0.75739,0.29214,0.56851,0.13309,33.0,10080.1.7,10.0
2024-10-3 22:0:49:56,WT901BLE67(4A3DE8A6FBCE),0.757,-0.275,1.18,-5.859,-4.822,-0.061,-56.93,-69.75,21.86,11.275,-19.45,64.125,-0.75739,0.29214,0.56851,0.13309,33.0,10080.1.7,10.0
2024-10-3 22:0:49:56,WT901BLE67(4A3DE8A6FBCE),0.742,-0.262,1.183,-8.911,-7.935,0.061,-57.01,-69.74,21.86,11.275,-19.45,64.125,-0.75739,0.29214,0.56851,0.13309,33.0,10080.1.7,10.0
2024-10-3 22:0:49:56,WT901BLE67(4A3DE8A6FBCE),0.769,-0.25,1.184,-12.756,-15.32,0.244,-57.28,-69.75,22.02,11.275,-19.45,64.125,-0.75739,0.29214,0.56851,0.13309,33.0,10080.1.7,10.0
2024-10-3 22:0:49:86,WT901BLE67(4A3DE8A6FBCE),0.765,-0.255,1.166,-15.015,-18.86,0.732,-57.69,-69.8,22.29,11.275,-19.45,64.125,-0.75739,0.29214,0.56851,0.13309,33.0,10080.1.7,10.0
2024-10-3 22:0:49:86,WT901BLE67(4A3DE8A6FBCE),0.763,-0.26,1.158,-12.085,-22.278,4.089,-58.2,-69.82,22.69,11.275,-19.45,64.125,-0.75739,0.29214,0.56851,0.13309,33.0,10080.1.7,10.0
2024-10-3 22:0:49:86,WT901BLE67(4A3DE8A6FBCE),0.764,-0.222,1.226,-10.315,-2.93,5.615,-58.45,-69.78,22.83,11.275,-19.45,64.125,-0.75739,0.29214,0.56851,0.13309,33.0,10080.1.7,10.0
2024-10-3 22:0:49:86,WT901BLE67(4A3DE8A6FBCE),0.763,-0.231,1.222,-11.475,7.446,6.653,-58.36,-69.65,22.61,11.275,-19.45,64.125,-0.75739,0.29214,0.56851,0.13309,33.0,10080.1.7,10.0
2024-10-3 22:0:49:115,WT901BLE67(4A3DE8A6FBCE),0.776,-0.233,1.215,-10.864,18.86,6.836,-58.05,-69.46,22.15,11.275,-19.45,64.125,-0.75739,0.29214,0.56851,0.13309,33.0,10080.1.7,10.0
2024-10-3 22:0:49:116,WT901BLE67(4A3DE8A6FBCE),0.77,-0.244,1.237,-10.132,18.066,4.333,-57.65,-69.27,21.62,11.275,-19.45,64.125,-0.75739,0.29214,0.56851,0.13309,33.0,10080.1.7,10.0
2024-10-3 22:0:49:116,WT901BLE67(4A3DE8A6FBCE),0.788,-0.26,1.234,-7.813,12.329,2.502,-57.25,-69.1,21.1,11.275,-19.45,64.125,-0.75739,0.29214,0.56851,0.13309,33.0,10080.1.7,10.0
2024-10-3 22:0:49:116,WT901BLE67(4A3DE8A6FBCE),0.799,-0.229,1.239,-6.104,14.099,2.075,-56.92,-68.96,20.68,11.275,-19.45,64.125,-0.75739,0.29214,0.56851,0.13309,33.0,10080.1.7,10.0
2024-10-3 22:0:49:176,WT901BLE67(4A3DE8A6FBCE),0.799,-0.266,1.247,-4.028,11.658,0.549,-56.55,-68.84,20.23,11.275,-19.45,64.125,-0.75739,0.29214,0.56851,0.13309,33.0,10080.1.7,10.0
2024-10-3 22:0:49:176,WT901BLE67(4A3DE8A6FBCE),0.802,-0.272,1.253,-1.343,7.263,0.0,-56.23,-68.74,19.86,11.275,-19.45,64.125,-0.75739,0.29214,0.56851,0.13309,33.0,10080.1.7,10.0
2024-10-3 22:0:49:177,WT901BLE67(4A3DE8A6FBCE),0.797,-0.268,1.261,0.427,4.15,-0.366,-56.0,-68.66,19.6,11.275,-19.45,64.125,-0.75739,0.29214,0.56851,0.13309,33.0,10080.1.7,10.0
2024-10-3 22:0:49:177,WT901BLE67(4A3DE8A6FBCE),0.798,-0.276,1.255,2.563,6.348,-2.258,-55.68,-68.6,19.29,11.275,-19.45,64.125,-0.75739,0.29214,0.56851,0.13309,33.0,10080.1.7,10.0
2024-10-3 22:0:49:211,WT901BLE67(4A3DE8A6FBCE),0.802,-0.28,1.256,4.639,5.005,-3.235,-55.33,-68.54,18.95,11.275,-19.45,64.125,-0.75739,0.29214,0.56851,0.13309,33.0,10080.1.7,10.0
2024-10-3 22:0:49:211,WT901BLE67(4A3DE8A6FBCE),0.798,-0.285,1.259,5.737,0.61,-2.686,-55.07,-68.51,18.72,11.275,-19.45,64.125,-0.75739,0.29214,0.56851,0.13309,33.0,10080.1.7,10.0
2024-10-3 22:0:49:211,WT901BLE67(4A3DE8A6FBCE),0.799,-0.285,1.247,7.202,1.648,-3.54,-54.8,-68.47,18.5,11.275,-19.45,64.125,-0.75739,0.29214,0.56851,0.13309,33.0,10080.1.7,10.0
2024-10-3 22:0:49:211,WT901BLE67(4A3DE8A6FBCE),0.792,-0.284,1.239,8.301,1.404,-3.906,-54.5,-68.44,18.25,11.275,-19.45,64.125,-0.75739,0.29214,0.56851,0.13309,33.0,10080.1.7,10.0
2024-10-3 22:0:49:236,WT901BLE67(4A3DE8A6FBCE),0.786,-0.282,1.234,8.911,1.16,-3.601,-54.21,-68.42,18.02,11.275,-19.45,64.125,-0.75739,0.29214,0.56851,0.13309,33.0,10080.1.7,10.0
2024-10-3 22:0:49:236,WT901BLE67(4A3DE8A6FBCE),0.781,-0.282,1.227,9.399,0.244,-4.089,-53.92,-68.39,17.81,11.275,-19.45,64.125,-0.75739,0.29214,0.56851,0.13309,33.0,10080.1.7,10.0
2024-10-3 22:0:49:236,WT901BLE67(4A3DE8A6FBCE),0.781,-0.283,1.221,10.01,-0.366,-4.639,-53.64,-68.38,17.61,11.275,-19.45,64.125,-0.75739,0.29214,0.56851,0.13309,33.0,10080.1.7,10.0
2024-10-3 22:0:49:236,WT901BLE67(4A3DE8A6FBCE),0.779,-0.287,1.212,10.742,-1.099,-4.761,-53.36,-68.37,17.41,11.275,-19.45,64.125,-0.75739,0.29214,0.56851,0.13309,33.0,10080.1.7,10.0
2024-10-3 22:0:49:296,WT901BLE67(4A3DE8A6FBCE),0.776,-0.285,1.206,11.23,-2.441,-4.883,-53.1,-68.37,17.24,11.275,-19.45,64.125,-0.75739,0.29214,0.56851,0.13309,33.0,10080.1.7,10.0
2024-10-3 22:0:49:296,WT901BLE67(4A3DE8A6FBCE),0.773,-0.289,1.202,11.353,-3.784,-5.066,-52.86,-68.37,17.1,11.275,-19.45,64.125,-0.75739,0.29214,0.56851,0.13309,33.0,10080.1.7,10.0
2024-10-3 22:0:49:296,WT901BLE67(4A3DE8A6FBCE),0.773,-0.288,1.196,11.108,-4.333,-5.188,-52.64,-68.38,16.97,11.275,-19.45,64.125,-0.75739,0.29214,0.56851,0.13309,33.0,10080.1.7,10.0
2024-10-3 22:0:49:296,WT901BLE67(4A3DE8A6FBCE),0.77,-0.292,1.195,10.62,-5.066,-4.883,-52.43,-68.4,16.86,11.275,-19.45,64.125,-0.75739,0.29214,0.56851,0.13309,33.0,10080.1.7,10.0
2024-10-3 22:0:49:326,WT901BLE67(4A3DE8A6FBCE),0.765,-0.293,1.194,10.315,-4.883,-4.028,-52.25,-68.41,16.77,11.275,-19.45,64.125,-0.75739,0.29214,0.56851,0.13309,33.0,10080.1.7,10.0
2024-10-3 22:0:49:326,WT901BLE67(4A3DE8A6FBCE),0.769,-0.293,1.194,9.705,-4.456,-3.479,-52.08,-68.41,16.68,11.275,-19.45,64.125,-0.75739,0.29214,0.56851,0.13309,33.0,10080.1.7,10.0
2024-10-3 22:0:49:326,WT901BLE67(4A3DE8A6FBCE),0.77,-0.294,1.19,8.728,-4.639,-3.296,-51.91,-68.41,16.59,11.275,-19.45,64.125,-0.75739,0.29214,0.56851,0.13309,33.0,10080.1.7,10.0
2024-10-3 22:0:49:326,WT901BLE67(4A3DE8A6FBCE),0.765,-0.289,1.187,6.958,-5.31,-3.296,-51.77,-68.41,16.51,12.292,-18.983,64.333,-0.75739,0.29214,0.56851,0.13309,33.0,10080.1.7,10.0
2024-10-3 22:0:49:385,WT901BLE67(4A3DE8A6FBCE),0.764,-0.293,1.187,5.371,-4.944,-2.93,-51.66,-68.41,16.45,12.292,-18.983,64.333,-0.75739,0.29214,0.56851,0.13309,33.0,10080.1.7,10.0
2024-10-3 22:0:49:385,WT901BLE67(4A3DE8A6FBCE),0.763,-0.292,1.185,4.456,-3.479,-2.319,-51.54,-68.4,16.35,12.292,-18.983,64.333,-0.75739,0.29214,0.56851,0.13309,33.0,10080.1.7,10.0
2024-10-3 22:0:49:385,WT901BLE67(4A3DE8A6FBCE),0.76,-0.287,1.189,3.418,-2.563,-1.099,-51.42,-68.37,16.26,12.292,-18.983,64.333,-0.75739,0.29214,0.56851,0.13309,33.0,10080.1.7,10.0
2024-10-3 22:0:49:385,WT901BLE67(4A3DE8A6FBCE),0.765,-0.283,1.191,1.831,-1.587,0.122,-51.32,-68.32,16.17,12.292,-18.983,64.333,-0.75739,0.29214,0.56851,0.13309,33.0,10080.1.7,10.0
2024-10-3 22:0:49:415,WT901BLE67(4A3DE8A6FBCE),0.763,-0.277,1.194,0.366,-0.793,0.854,-51.23,-68.26,16.08,12.292,-18.983,64.333,-0.75739,0.29214,0.56851,0.13309,33.0,10080.1.7,10.0
2024-10-3 22:0:49:415,WT901BLE67(4A3DE8A6FBCE),0.769,-0.271,1.197,-1.099,-0.244,1.77,-51.16,-68.2,15.99,12.292,-18.983,64.333,-0.75739,0.29214,0.56851,0.13309,33.0,10080.1.7,10.0
2024-10-3 22:0:49:415,WT901BLE67(4A3DE8A6FBCE),0.773,-0.266,1.195,-2.93,1.465,3.357,-51.1,-68.12,15.88,12.292,-18.983,64.333,-0.75739,0.29214,0.56851,0.13309,33.0,10080.1.7,10.0
2024-10-3 22:0:49:415,WT901BLE67(4A3DE8A6FBCE),0.78,-0.26,1.196,-3.723,2.075,4.15,-51.05,-68.01,15.78,12.292,-18.983,64.333,-0.75739,0.29214,0.56851,0.13309,33.0,10080.1.7,10.0
2024-10-3 22:0:49:446,WT901BLE67(4A3DE8A6FBCE),0.784,-0.251,1.203,-4.639,2.136,4.761,-51.02,-67.91,15.69,12.292,-18.983,64.333,-0.75739,0.29214,0.56851,0.13309,33.0,10080.1.7,10.0
2024-10-3 22:0:49:446,WT901BLE67(4A3DE8A6FBCE),0.792,-0.248,1.204,-5.554,2.441,5.249,-50.99,-67.8,15.6,12.292,-18.983,64.333,-0.75739,0.29214,0.56851,0.13309,33.0,10080.1.7,10.0
2024-10-3 22:0:49:446,WT901BLE67(4A3DE8A6FBCE),0.797,-0.239,1.207,-6.287,2.747,5.249,-50.97,-67.68,15.5,12.292,-18.983,64.333,-0.75739,0.29214,0.56851,0.13309,33.0,10080.1.7,10.0
2024-10-3 22:0:49:446,WT901BLE67(4A3DE8A6FBCE),0.798,-0.232,1.213,-7.019,3.296,4.822,-50.94,-67.57,15.39,12.292,-18.983,64.333,-0.75739,0.29214,0.56851,0.13309,33.0,10080.1.7,10.0
2024-10-3 22:0:49:475,WT901BLE67(4A3DE8A6FBCE),0.802,-0.231,1.216,-7.813,3.601,4.639,-50.91,-67.46,15.27,12.292,-18.983,64.333,-0.75739,0.29214,0.56851,0.13309,33.0,10080.1.7,10.0
2024-10-3 22:0:49:475,WT901BLE67(4A3DE8A6FBCE),0.803,-0.229,1.219,-8.179,2.869,4.211,-50.89,-67.35,15.15,12.292,-18.983,64.333,-0.75739,0.29214,0.56851,0.13309,33.0,10080.1.7,10.0
2024-10-3 22:0:49:475,WT901BLE67(4A3DE8A6FBCE),0.806,-0.229,1.224,-8.301,1.953,3.54,-50.88,-67.26,15.05,12.292,-18.983,64.333,-0.75739,0.29214,0.56851,0.13309,33.0,10080.1.7,10.0
2024-10-3 22:0:49:475,WT901BLE67(4A3DE8A6FBCE),0.809,-0.229,1.229,-8.118,0.854,2.502,-50.87,-67.18,14.94,12.292,-18.983,64.333,-0.75739,0.29214,0.56851,0.13309,33.0,10080.1.7,10.0
2024-10-3 22:0:49:536,WT901BLE67(4A3DE8A6FBCE),0.807,-0.232,1.234,-8.057,-0.488,1.526,-50.87,-67.12,14.84,12.292,-18.983,64.333,-0.75739,0.29214,0.56851,0.13309,33.0,10080.1.7,10.0
2024-10-3 22:0:49:536,WT901BLE67(4A3DE8A6FBCE),0.809,-0.228,1.241,-9.094,-1.221,0.549,-50.88,-67.07,14.75,12.292,-18.983,64.333,-0.77689,0.29099,0.54077,0.1387,33.0,10080.1.7,10.0
2024-10-3 22:0:49:536,WT901BLE67(4A3DE8A6FBCE),0.804,-0.25,1.225,-7.385,-0.427,0.549,-50.87,-67.02,14.66,12.292,-18.983,64.333,-0.77689,0.29099,0.54077,0.1387,33.0,10080.1.7,10.0
2024-10-3 22:0:49:536,WT901BLE67(4A3DE8A6FBCE),0.79,-0.245,1.242,-6.104,0.916,0.0,-50.82,-66.97,14.52,12.292,-18.983,64.333,-0.77689,0.29099,0.54077,0.1387,33.0,10080.1.7,10.0
2024-10-3 22:0:49:566,WT901BLE67(4A3DE8A6FBCE),0.784,-0.249,1.243,-5.859,-1.465,-0.916,-50.77,-66.93,14.4,12.292,-18.983,64.333,-0.77689,0.29099,0.54077,0.1387,33.0,10080.1.7,10.0
2024-10-3 22:0:49:566,WT901BLE67(4A3DE8A6FBCE),0.787,-0.249,1.242,-5.981,-2.686,-1.648,-50.75,-66.91,14.3,12.292,-18.983,64.333,-0.77689,0.29099,0.54077,0.1387,33.0,10080.1.7,10.0
2024-10-3 22:0:49:566,WT901BLE67(4A3DE8A6FBCE),0.788,-0.252,1.231,-6.287,-2.258,-1.343,-50.73,-66.88,14.21,12.292,-18.983,64.333,-0.77689,0.29099,0.54077,0.1387,33.0,10080.1.7,10.0
2024-10-3 22:0:49:566,WT901BLE67(4A3DE8A6FBCE),0.784,-0.25,1.234,-6.714,0.305,-0.793,-50.68,-66.85,14.08,12.292,-18.983,64.333,-0.77689,0.29099,0.54077,0.1387,33.0,10080.1.7,10.0
2024-10-3 22:0:49:596,WT901BLE67(4A3DE8A6FBCE),0.77,-0.249,1.227,-8.484,2.625,-0.977,-50.6,-66.8,13.9,12.292,-18.983,64.333,-0.77689,0.29099,0.54077,0.1387,33.0,10080.1.7,10.0
2024-10-3 22:0:49:596,WT901BLE67(4A3DE8A6FBCE),0.741,-0.292,1.208,-8.85,0.122,-0.122,-50.55,-66.74,13.75,12.292,-18.983,64.333,-0.77689,0.29099,0.54077,0.1387,33.0,10080.1.7,10.0
2024-10-3 22:0:49:596,WT901BLE67(4A3DE8A6FBCE),0.752,-0.24,1.212,-9.888,-9.033,1.953,-50.69,-66.73,13.78,12.292,-18.983,64.333,-0.77689,0.29099,0.54077,0.1387,33.0,10080.1.7,10.0
2024-10-3 22:0:49:596,WT901BLE67(4A3DE8A6FBCE),0.748,-0.27,1.214,-11.047,-12.024,3.357,-50.93,-66.73,13.93,12.292,-18.983,64.333,-0.77689,0.29099,0.54077,0.1387,33.0,10080.1.7,10.0
2024-10-3 22:0:49:655,WT901BLE67(4A3DE8A6FBCE),0.75,-0.251,1.204,-12.207,-16.357,6.409,-51.3,-66.73,14.19,12.292,-18.983,64.333,-0.77689,0.29099,0.54077,0.1387,33.0,10080.1.7,10.0
2024-10-3 22:0:49:655,WT901BLE67(4A3DE8A6FBCE),0.757,-0.265,1.206,-13.0,-19.409,9.094,-51.77,-66.73,14.56,12.292,-18.983,64.333,-0.77689,0.29099,0.54077,0.1387,33.0,10080.1.7,10.0
2024-10-3 22:0:49:655,WT901BLE67(4A3DE8A6FBCE),0.732,-0.275,1.21,-12.939,-19.47,10.864,-52.29,-66.71,14.99,12.292,-18.983,64.333,-0.77689,0.29099,0.54077,0.1387,33.0,10080.1.7,10.0
2024-10-3 22:0:49:655,WT901BLE67(4A3DE8A6FBCE),0.722,-0.26,1.207,-14.954,-21.179,13.306,-52.87,-66.69,15.45,12.292,-18.983,64.333,-0.77689,0.29099,0.54077,0.1387,33.0,10080.1.7,10.0
2024-10-3 22:0:49:686,WT901BLE67(4A3DE8A6FBCE),0.716,-0.267,1.195,-15.503,-25.635,14.709,-53.55,-66.67,16.02,12.292,-18.983,64.333,-0.77689,0.29099,0.54077,0.1387,33.0,10080.1.7,10.0
2024-10-3 22:0:49:686,WT901BLE67(4A3DE8A6FBCE),0.758,-0.241,1.191,-19.653,-33.569,14.954,-54.39,-66.68,16.74,12.292,-18.983,64.333,-0.77689,0.29099,0.54077,0.1387,33.0,10080.1.7,10.0
2024-10-3 22:0:49:687,WT901BLE67(4A3DE8A6FBCE),0.749,-0.246,1.216,-29.663,-35.217,15.991,-55.43,-66.71,17.57,12.292,-18.983,64.333,-0.77689,0.29099,0.54077,0.1387,33.0,10080.1.7,10.0
2024-10-3 22:0:49:687,WT901BLE67(4A3DE8A6FBCE),0.751,-0.26,1.158,-26.917,-20.447,17.334,-56.23,-66.65,18.14,12.292,-18.983,64.333,-0.77689,0.29099,0.54077,0.1387,33.0,10080.1.7,10.0
2024-10-3 22:0:49:716,WT901BLE67(4A3DE8A6FBCE),0.717,-0.218,1.166,-24.78,-27.405,23.071,-57.08,-66.56,18.8,12.292,-18.983,64.333,-0.77689,0.29099,0.54077,0.1387,33.0,10080.1.7,10.0
2024-10-3 22:0:49:716,WT901BLE67(4A3DE8A6FBCE),0.746,-0.223,1.19,-30.884,-37.781,28.87,-58.24,-66.47,19.74,12.292,-18.983,64.333,-0.77689,0.29099,0.54077,0.1387,33.0,10080.1.7,10.0
2024-10-3 22:0:49:716,WT901BLE67(4A3DE8A6FBCE),0.749,-0.249,1.199,-36.865,-33.997,30.396,-59.51,-66.35,20.74,12.292,-18.983,64.333,-0.77689,0.29099,0.54077,0.1387,33.0,10080.1.7,10.0
2024-10-3 22:0:49:716,WT901BLE67(4A3DE8A6FBCE),0.715,-0.268,1.202,-39.429,-20.935,28.198,-60.55,-66.18,21.46,12.292,-18.983,64.333,-0.77689,0.29099,0.54077,0.1387,33.0,10080.1.7,10.0
2024-10-3 22:0:49:776,WT901BLE67(4A3DE8A6FBCE),0.701,-0.272,1.194,-39.063,-10.559,26.245,-61.3,-65.96,21.86,12.292,-18.983,64.333,-0.77689,0.29099,0.54077,0.1387,33.0,10080.1.7,10.0
