time,DeviceName,AccX(g),AccY(g),AccZ(g),AsX(°/s),AsY(°/s),AsZ(°/s),AngleX(°),AngleY(°),AngleZ(°),HX(uT),HY(uT),HZ(uT),Q0(),Q1(),Q2(),Q3(),Temperature(°C),Version(),Battery
2024-10-3 22:3:21:512,WT901BLE67(4A3DE8A6FBCE),0.182,0.091,0.997,-66.772,-85.632,41.016,85.64,-8.09,-145.33,43.85,-46.525,63.467,0.24942,0.23071,-0.71741,-0.60809,33.4,10080.1.7,10.0
2024-10-3 22:3:21:512,WT901BLE67(4A3DE8A6FBCE),0.225,0.089,0.998,-67.81,-104.553,49.805,84.94,-8.65,-146.31,43.85,-46.525,63.467,0.24942,0.23071,-0.71741,-0.60809,33.4,10080.1.7,10.0
2024-10-3 22:3:21:512,WT901BLE67(4A3DE8A6FBCE),0.255,0.091,1.07,-63.293,-98.816,59.509,84.27,-9.33,-147.29,43.85,-46.525,63.467,0.24942,0.23071,-0.71741,-0.60809,33.4,10080.1.7,10.0
2024-10-3 22:3:21:573,WT901BLE67(4A3DE8A6FBCE),0.284,0.121,1.101,-59.692,-80.627,63.66,83.63,-10.06,-148.08,43.85,-46.525,63.467,0.24942,0.23071,-0.71741,-0.60809,33.4,10080.1.7,10.0
2024-10-3 22:3:21:574,WT901BLE67(4A3DE8A6FBCE),0.348,0.146,1.157,-56.152,-53.101,59.021,82.99,-10.74,-148.61,43.85,-46.525,63.467,0.2626,0.10736,-0.65247,-0.70264,33.4,10080.1.7,10.0
2024-10-3 22:3:21:574,WT901BLE67(4A3DE8A6FBCE),0.27,0.15,1.322,-51.331,-1.526,50.781,82.31,-11.3,-148.71,43.85,-46.525,63.467,0.2626,0.10736,-0.65247,-0.70264,33.4,10080.1.7,10.0
2024-10-3 22:3:21:574,WT901BLE67(4A3DE8A6FBCE),0.239,0.144,1.287,-48.035,43.274,40.405,81.57,-11.7,-148.31,43.85,-46.525,63.467,0.2626,0.10736,-0.65247,-0.70264,33.4,10080.1.7,10.0
2024-10-3 22:3:21:607,WT901BLE67(4A3DE8A6FBCE),0.009,0.224,1.354,-45.288,97.168,23.865,80.76,-11.87,-147.43,43.85,-46.525,63.467,0.2626,0.10736,-0.65247,-0.70264,33.4,10080.1.7,10.0
2024-10-3 22:3:21:607,WT901BLE67(4A3DE8A6FBCE),-0.241,0.228,1.066,-45.837,131.287,-3.601,79.88,-11.71,-146.12,43.85,-46.525,63.467,0.2626,0.10736,-0.65247,-0.70264,33.4,10080.1.7,10.0
2024-10-3 22:3:21:607,WT901BLE67(4A3DE8A6FBCE),0.193,0.139,0.521,-39.856,94.604,-30.579,79.07,-11.27,-145.07,43.85,-46.525,63.467,0.2626,0.10736,-0.65247,-0.70264,33.4,10080.1.7,10.0
2024-10-3 22:3:21:607,WT901BLE67(4A3DE8A6FBCE),0.298,0.156,0.767,-29.846,-21.667,-37.598,78.63,-10.95,-145.34,43.85,-46.525,63.467,0.2626,0.10736,-0.65247,-0.70264,33.4,10080.1.7,10.0
2024-10-3 22:3:21:632,WT901BLE67(4A3DE8A6FBCE),0.263,0.088,0.972,-20.447,-25.513,-33.569,78.31,-10.67,-145.66,43.85,-46.525,63.467,0.2626,0.10736,-0.65247,-0.70264,33.4,10080.1.7,10.0
2024-10-3 22:3:21:633,WT901BLE67(4A3DE8A6FBCE),0.199,0.092,1.088,-18.433,-16.968,-21.851,78.01,-10.46,-145.88,43.85,-46.525,63.467,0.2626,0.10736,-0.65247,-0.70264,33.4,10080.1.7,10.0
2024-10-3 22:3:21:633,WT901BLE67(4A3DE8A6FBCE),0.167,0.107,1.137,-41.626,-37.598,-8.789,77.57,-10.43,-146.23,43.85,-46.525,63.467,0.2626,0.10736,-0.65247,-0.70264,33.4,10080.1.7,10.0
2024-10-3 22:3:21:633,WT901BLE67(4A3DE8A6FBCE),0.157,0.142,1.27,-79.468,-33.875,-2.075,76.77,-10.48,-146.57,43.85,-46.525,63.467,0.2626,0.10736,-0.65247,-0.70264,33.4,10080.1.7,10.0
2024-10-3 22:3:21:723,WT901BLE67(4A3DE8A6FBCE),-0.04,0.186,1.346,-139.587,-38.208,7.507,75.43,-10.62,-146.94,43.85,-46.525,63.467,0.2626,0.10736,-0.65247,-0.70264,33.4,10080.1.7,10.0
2024-10-3 22:3:21:723,WT901BLE67(4A3DE8A6FBCE),-0.078,0.206,1.185,-207.214,-73.181,20.081,73.47,-10.96,-147.5,43.85,-46.525,63.467,0.2626,0.10736,-0.65247,-0.70264,33.4,10080.1.7,10.0
2024-10-3 22:3:21:723,WT901BLE67(4A3DE8A6FBCE),-0.109,0.292,1.052,-249.878,-101.746,15.015,71.07,-11.43,-148.39,43.85,-46.525,63.467,0.2626,0.10736,-0.65247,-0.70264,33.4,10080.1.7,10.0
2024-10-3 22:3:21:723,WT901BLE67(4A3DE8A6FBCE),-0.048,0.357,0.92,-245.178,-80.566,-10.62,68.61,-11.69,-149.23,43.85,-46.525,63.467,0.2626,0.10736,-0.65247,-0.70264,33.4,10080.1.7,10.0
2024-10-3 22:3:21:723,WT901BLE67(4A3DE8A6FBCE),0.047,0.329,0.837,-211.182,-59.021,-40.649,66.41,-11.61,-149.96,43.85,-46.525,63.467,0.2626,0.10736,-0.65247,-0.70264,33.4,10080.1.7,10.0
2024-10-3 22:3:21:723,WT901BLE67(4A3DE8A6FBCE),0.148,0.313,0.771,-166.748,-52.368,-63.11,64.63,-11.3,-150.7,43.85,-46.525,63.467,0.2626,0.10736,-0.65247,-0.70264,33.4,10080.1.7,10.0
2024-10-3 22:3:21:723,WT901BLE67(4A3DE8A6FBCE),0.222,0.351,0.921,-147.217,-58.838,-78.979,63.16,-10.85,-151.56,43.85,-46.525,63.467,0.2626,0.10736,-0.65247,-0.70264,33.4,10080.1.7,10.0
2024-10-3 22:3:21:724,WT901BLE67(4A3DE8A6FBCE),0.216,0.371,1.171,-147.461,-51.147,-77.637,61.72,-10.42,-152.47,43.85,-46.525,63.467,0.2626,0.10736,-0.65247,-0.70264,33.4,10080.1.7,10.0
2024-10-3 22:3:21:753,WT901BLE67(4A3DE8A6FBCE),0.105,0.458,1.265,-153.503,-14.709,-56.03,60.17,-9.96,-152.97,43.85,-46.525,63.467,0.2626,0.10736,-0.65247,-0.70264,33.4,10080.1.7,10.0
2024-10-3 22:3:21:753,WT901BLE67(4A3DE8A6FBCE),-0.085,0.499,1.264,-184.387,-27.039,-24.658,58.36,-9.79,-153.34,43.85,-46.525,63.467,0.2626,0.10736,-0.65247,-0.70264,33.4,10080.1.7,10.0
2024-10-3 22:3:21:753,WT901BLE67(4A3DE8A6FBCE),-0.141,0.558,1.155,-227.417,-53.406,-4.089,56.16,-9.93,-153.74,43.85,-46.525,63.467,0.2626,0.10736,-0.65247,-0.70264,33.4,10080.1.7,10.0
2024-10-3 22:3:21:753,WT901BLE67(4A3DE8A6FBCE),-0.061,0.583,1.016,-248.291,-70.984,0.061,53.7,-10.28,-154.3,43.85,-46.525,63.467,0.2626,0.10736,-0.65247,-0.70264,33.4,10080.1.7,10.0
2024-10-3 22:3:21:812,WT901BLE67(4A3DE8A6FBCE),-0.072,0.507,1.049,-236.206,-57.983,-4.639,51.29,-10.64,-154.85,43.85,-46.525,63.467,0.2626,0.10736,-0.65247,-0.70264,33.4,10080.1.7,10.0
2024-10-3 22:3:21:813,WT901BLE67(4A3DE8A6FBCE),-0.024,0.561,1.076,-209.595,-34.119,-19.043,49.13,-10.76,-155.28,43.85,-46.525,63.467,0.2626,0.10736,-0.65247,-0.70264,33.4,10080.1.7,10.0
2024-10-3 22:3:21:813,WT901BLE67(4A3DE8A6FBCE),-0.095,0.623,1.235,-199.829,-11.719,-26.855,47.1,-10.66,-155.59,43.85,-46.525,63.467,0.2626,0.10736,-0.65247,-0.70264,33.4,10080.1.7,10.0
2024-10-3 22:3:21:813,WT901BLE67(4A3DE8A6FBCE),-0.101,0.602,1.188,-218.14,-26.672,-24.292,44.97,-10.59,-155.94,43.85,-46.525,63.467,0.2626,0.10736,-0.65247,-0.70264,33.4,10080.1.7,10.0
2024-10-3 22:3:21:842,WT901BLE67(4A3DE8A6FBCE),-0.196,0.594,1.128,-226.44,-43.213,-22.034,42.74,-10.71,-156.41,43.85,-46.525,63.467,0.2626,0.10736,-0.65247,-0.70264,33.4,10080.1.7,10.0
2024-10-3 22:3:21:842,WT901BLE67(4A3DE8A6FBCE),-0.334,0.638,1.058,-203.308,-36.682,-41.26,40.69,-10.73,-156.96,43.85,-46.525,63.467,0.2626,0.10736,-0.65247,-0.70264,33.4,10080.1.7,10.0
2024-10-3 22:3:21:842,WT901BLE67(4A3DE8A6FBCE),-0.279,0.673,1.055,-166.138,-25.024,-81.299,39.02,-10.46,-157.71,43.85,-46.525,63.467,0.2626,0.10736,-0.65247,-0.70264,33.4,10080.1.7,10.0
2024-10-3 22:3:21:842,WT901BLE67(4A3DE8A6FBCE),-0.181,0.723,1.19,-132.507,-22.278,-123.474,37.78,-9.91,-158.79,43.85,-46.525,63.467,0.2626,0.10736,-0.65247,-0.70264,33.4,10080.1.7,10.0
2024-10-3 22:3:21:872,WT901BLE67(4A3DE8A6FBCE),-0.15,0.68,1.241,-114.502,-15.442,-139.526,36.79,-9.15,-160.02,43.85,-46.525,63.467,0.2626,0.10736,-0.65247,-0.70264,33.4,10080.1.7,10.0
2024-10-3 22:3:21:872,WT901BLE67(4A3DE8A6FBCE),-0.206,0.675,1.273,-107.422,-21.118,-134.949,35.88,-8.46,-161.27,43.85,-46.525,63.467,0.2626,0.10736,-0.65247,-0.70264,33.4,10080.1.7,10.0
2024-10-3 22:3:21:872,WT901BLE67(4A3DE8A6FBCE),-0.146,0.648,1.223,-94.055,-24.231,-131.47,35.05,-7.85,-162.52,43.85,-46.525,63.467,0.2626,0.10736,-0.65247,-0.70264,33.4,10080.1.7,10.0
2024-10-3 22:3:21:873,WT901BLE67(4A3DE8A6FBCE),-0.088,0.674,1.167,-67.688,-24.292,-128.784,34.46,-7.26,-163.76,43.85,-46.525,63.467,0.2626,0.10736,-0.65247,-0.70264,33.4,10080.1.7,10.0
2024-10-3 22:3:21:932,WT901BLE67(4A3DE8A6FBCE),-0.152,0.775,1.057,-36.926,-45.044,-112.549,34.16,-6.88,-164.99,43.85,-46.525,63.467,0.2626,0.10736,-0.65247,-0.70264,33.4,10080.1.7,10.0
2024-10-3 22:3:21:933,WT901BLE67(4A3DE8A6FBCE),-0.223,0.785,1.024,-13.184,-76.843,-93.506,34.14,-6.86,-166.22,43.85,-46.525,63.467,0.2626,0.10736,-0.65247,-0.70264,33.4,10080.1.7,10.0
2024-10-3 22:3:21:933,WT901BLE67(4A3DE8A6FBCE),-0.283,0.617,1.169,-2.869,-113.22,-74.341,34.25,-7.23,-167.5,43.85,-46.525,63.467,0.2626,0.10736,-0.65247,-0.70264,33.4,10080.1.7,10.0
2024-10-3 22:3:21:933,WT901BLE67(4A3DE8A6FBCE),-0.348,0.641,1.363,2.258,-126.221,-61.279,34.44,-7.86,-168.77,43.85,-46.525,63.467,0.2626,0.10736,-0.65247,-0.70264,33.4,10080.1.7,10.0
2024-10-3 22:3:21:962,WT901BLE67(4A3DE8A6FBCE),-0.359,0.754,1.481,3.662,-121.033,-51.819,34.65,-8.51,-169.95,43.85,-46.525,63.467,0.2626,0.10736,-0.65247,-0.70264,33.4,10080.1.7,10.0
2024-10-3 22:3:21:963,WT901BLE67(4A3DE8A6FBCE),-0.399,0.919,1.49,13.916,-103.149,-46.997,34.93,-9.07,-171.0,43.85,-46.525,63.467,0.2626,0.10736,-0.65247,-0.70264,33.4,10080.1.7,10.0
2024-10-3 22:3:21:963,WT901BLE67(4A3DE8A6FBCE),-0.505,0.998,1.52,22.461,-80.872,-40.527,35.29,-9.48,-171.88,43.85,-46.525,63.467,0.2626,0.10736,-0.65247,-0.70264,33.4,10080.1.7,10.0
2024-10-3 22:3:21:963,WT901BLE67(4A3DE8A6FBCE),-0.529,0.892,1.539,37.537,-62.5,-39.185,35.78,-9.72,-172.63,43.85,-46.525,63.467,0.2626,0.10736,-0.65247,-0.70264,33.4,10080.1.7,10.0
2024-10-3 22:3:21:993,WT901BLE67(4A3DE8A6FBCE),-0.572,0.948,1.569,58.594,-25.757,-46.204,36.44,-9.67,-173.23,43.85,-46.525,63.467,0.2626,0.10736,-0.65247,-0.70264,33.4,10080.1.7,10.0
2024-10-3 22:3:21:993,WT901BLE67(4A3DE8A6FBCE),-0.622,0.904,1.531,69.641,-15.32,-41.26,37.23,-9.46,-173.7,43.85,-46.525,63.467,0.2626,0.10736,-0.65247,-0.70264,33.4,10080.1.7,10.0
2024-10-3 22:3:21:993,WT901BLE67(4A3DE8A6FBCE),-0.601,0.798,1.631,85.51,23.01,-48.096,38.13,-8.98,-174.02,62.525,-71.008,25.508,0.2626,0.10736,-0.65247,-0.70264,33.4,10080.1.7,10.0
2024-10-3 22:3:21:994,WT901BLE67(4A3DE8A6FBCE),-0.589,0.639,1.602,93.506,24.475,-26.672,39.11,-8.49,-174.16,62.525,-71.008,25.508,0.2626,0.10736,-0.65247,-0.70264,33.4,10080.1.7,10.0
2024-10-3 22:3:22:53,WT901BLE67(4A3DE8A6FBCE),-0.551,0.689,1.597,98.572,35.278,-4.639,40.11,-8.06,-174.05,62.525,-71.008,25.508,0.2626,0.10736,-0.65247,-0.70264,33.4,10080.1.7,10.0
2024-10-3 22:3:22:53,WT901BLE67(4A3DE8A6FBCE),-0.569,0.69,1.499,92.102,13.855,33.875,41.04,-7.97,-173.76,62.525,-71.008,25.508,0.2626,0.10736,-0.65247,-0.70264,33.4,10080.1.7,10.0
2024-10-3 22:3:22:53,WT901BLE67(4A3DE8A6FBCE),-0.532,0.792,1.511,84.351,7.69,59.692,41.86,-8.17,-173.33,62.525,-71.008,25.508,0.2626,0.10736,-0.65247,-0.70264,33.4,10080.1.7,10.0
2024-10-3 22:3:22:53,WT901BLE67(4A3DE8A6FBCE),-0.495,0.861,1.441,78.247,12.146,77.087,42.6,-8.49,-172.73,62.525,-71.008,25.508,0.2626,0.10736,-0.65247,-0.70264,33.4,10080.1.7,10.0
2024-10-3 22:3:22:82,WT901BLE67(4A3DE8A6FBCE),-0.467,0.91,1.351,68.97,16.724,92.041,43.23,-8.88,-172.01,62.525,-71.008,25.508,0.2626,0.10736,-0.65247,-0.70264,33.4,10080.1.7,10.0
2024-10-3 22:3:22:82,WT901BLE67(4A3DE8A6FBCE),-0.436,0.898,1.296,65.857,30.884,101.685,43.79,-9.27,-171.12,62.525,-71.008,25.508,0.2626,0.10736,-0.65247,-0.70264,33.4,10080.1.7,10.0
2024-10-3 22:3:22:83,WT901BLE67(4A3DE8A6FBCE),-0.395,0.803,1.228,70.984,43.457,111.633,44.34,-9.63,-170.07,62.525,-71.008,25.508,0.2626,0.10736,-0.65247,-0.70264,33.4,10080.1.7,10.0
2024-10-3 22:3:22:83,WT901BLE67(4A3DE8A6FBCE),-0.372,0.716,1.167,76.782,44.983,122.437,44.93,-10.05,-168.92,62.525,-71.008,25.508,0.2626,0.10736,-0.65247,-0.70264,33.4,10080.1.7,10.0
2024-10-3 22:3:22:112,WT901BLE67(4A3DE8A6FBCE),-0.34,0.671,1.116,81.055,41.931,125.549,45.55,-10.53,-167.74,62.525,-71.008,25.508,0.2626,0.10736,-0.65247,-0.70264,33.4,10080.1.7,10.0
2024-10-3 22:3:22:112,WT901BLE67(4A3DE8A6FBCE),-0.339,0.692,1.141,79.712,36.56,124.329,46.16,-11.06,-166.62,62.525,-71.008,25.508,0.2626,0.10736,-0.65247,-0.70264,33.4,10080.1.7,10.0
2024-10-3 22:3:22:112,WT901BLE67(4A3DE8A6FBCE),-0.382,0.707,1.179,74.097,38.513,118.896,46.72,-11.57,-165.53,62.525,-71.008,25.508,0.2626,0.10736,-0.65247,-0.70264,33.4,10080.1.7,10.0
2024-10-3 22:3:22:112,WT901BLE67(4A3DE8A6FBCE),-0.346,0.76,1.137,61.401,32.166,107.239,47.19,-12.03,-164.53,62.525,-71.008,25.508,0.2626,0.10736,-0.65247,-0.70264,33.4,10080.1.7,10.0
2024-10-3 22:3:22:172,WT901BLE67(4A3DE8A6FBCE),-0.285,0.86,1.113,34.302,18.616,88.013,47.46,-12.46,-163.75,62.525,-71.008,25.508,0.2626,0.10736,-0.65247,-0.70264,33.4,10080.1.7,10.0
2024-10-3 22:3:22:172,WT901BLE67(4A3DE8A6FBCE),-0.391,0.935,1.063,-6.653,17.639,73.059,47.38,-12.79,-163.12,62.525,-71.008,25.508,0.2626,0.10736,-0.65247,-0.70264,33.4,10080.1.7,10.0
2024-10-3 22:3:22:172,WT901BLE67(4A3DE8A6FBCE),-0.398,1.149,0.998,-63.66,25.024,47.058,46.74,-12.94,-162.63,62.525,-71.008,25.508,0.2626,0.10736,-0.65247,-0.70264,33.4,10080.1.7,10.0
2024-10-3 22:3:22:172,WT901BLE67(4A3DE8A6FBCE),-0.322,1.098,0.901,-85.266,26.123,28.32,45.88,-12.88,-162.25,62.525,-71.008,25.508,0.2626,0.10736,-0.65247,-0.70264,33.4,10080.1.7,10.0
2024-10-3 22:3:22:203,WT901BLE67(4A3DE8A6FBCE),-0.339,1.02,0.88,-91.187,32.166,18.677,44.95,-12.72,-161.92,62.525,-71.008,25.508,0.2626,0.10736,-0.65247,-0.70264,33.4,10080.1.7,10.0
2024-10-3 22:3:22:203,WT901BLE67(4A3DE8A6FBCE),-0.338,0.973,0.847,-85.388,23.01,18.066,44.08,-12.55,-161.64,62.525,-71.008,25.508,0.2626,0.10736,-0.65247,-0.70264,33.4,10080.1.7,10.0
2024-10-3 22:3:22:203,WT901BLE67(4A3DE8A6FBCE),-0.367,0.94,0.823,-70.129,18.433,16.846,43.34,-12.44,-161.42,62.525,-71.008,25.508,0.2626,0.10736,-0.65247,-0.70264,33.4,10080.1.7,10.0
2024-10-3 22:3:22:203,WT901BLE67(4A3DE8A6FBCE),-0.4,0.984,0.897,-54.81,1.099,12.756,42.81,-12.4,-161.33,62.525,-71.008,25.508,0.2626,0.10736,-0.65247,-0.70264,33.4,10080.1.7,10.0
2024-10-3 22:3:22:232,WT901BLE67(4A3DE8A6FBCE),-0.467,1.022,0.963,-44.861,-3.357,-0.61,42.42,-12.35,-161.37,62.525,-71.008,25.508,0.2626,0.10736,-0.65247,-0.70264,33.4,10080.1.7,10.0
2024-10-3 22:3:22:233,WT901BLE67(4A3DE8A6FBCE),-0.529,1.057,1.031,-36.499,11.78,-34.729,42.17,-12.05,-161.56,62.525,-71.008,25.508,0.2626,0.10736,-0.65247,-0.70264,33.4,10080.1.7,10.0
2024-10-3 22:3:22:233,WT901BLE67(4A3DE8A6FBCE),-0.521,1.043,0.975,-28.137,33.813,-92.163,42.07,-11.21,-161.98,62.525,-71.008,25.508,0.18005,-0.03421,-0.36707,-0.9119,33.4,10080.1.7,10.0
2024-10-3 22:3:22:233,WT901BLE67(4A3DE8A6FBCE),-0.52,0.98,0.958,-31.799,18.982,-144.104,42.04,-10.05,-162.86,62.525,-71.008,25.508,0.18005,-0.03421,-0.36707,-0.9119,33.4,10080.1.7,10.0
2024-10-3 22:3:22:293,WT901BLE67(4A3DE8A6FBCE),-0.453,0.985,1.021,-59.57,-18.372,-180.176,41.87,-8.86,-164.26,62.525,-71.008,25.508,0.18005,-0.03421,-0.36707,-0.9119,33.4,10080.1.7,10.0
2024-10-3 22:3:22:293,WT901BLE67(4A3DE8A6FBCE),-0.384,0.949,0.905,-113.586,-73.547,-203.491,41.26,-7.9,-166.2,62.525,-71.008,25.508,0.18005,-0.03421,-0.36707,-0.9119,33.4,10080.1.7,10.0
2024-10-3 22:3:22:294,WT901BLE67(4A3DE8A6FBCE),-0.246,0.987,0.885,-180.725,-155.396,-213.562,40.09,-7.46,-168.74,62.525,-71.008,25.508,0.18005,-0.03421,-0.36707,-0.9119,33.4,10080.1.7,10.0
2024-10-3 22:3:22:294,WT901BLE67(4A3DE8A6FBCE),-0.144,0.867,0.569,-224.792,-187.622,-219.177,38.4,-7.41,-171.65,62.525,-71.008,25.508,0.18005,-0.03421,-0.36707,-0.9119,33.4,10080.1.7,10.0
