time	DeviceName	AccX(g)	AccY(g)	AccZ(g)	AsX(°/s)	AsY(°/s)	AsZ(°/s)	AngleX(°)	AngleY(°)	AngleZ(°)	HX(uT)	HY(uT)	HZ(uT)	Q0()	Q1()	Q2()	Q3()	Temperature(°C)	Version()	Battery level(%)
2024-10-17 22:21:54:66	WT1(4A3DE8A6FBCE)	0.314	0.601	-0.769	0.244	0.122	-1.892	143.81	-19.51	162.11	35.867	-134.167	134.483	0.11328	-0.19800	-0.91809	-0.32397	25.0	10080.1.7	90
2024-10-17 22:21:54:66	WT1(4A3DE8A6FBCE)	0.313	0.608	-0.773	-0.366	0.122	-1.587	143.80	-19.50	162.13	35.867	-134.167	134.483	0.11328	-0.19800	-0.91809	-0.32397	25.0	10080.1.7	90
2024-10-17 22:21:54:66	WT1(4A3DE8A6FBCE)	0.317	0.608	-0.774	-0.671	1.404	-1.282	143.78	-19.49	162.14	35.867	-134.167	134.483	0.11328	-0.19800	-0.91809	-0.32397	25.0	10080.1.7	90
2024-10-17 22:21:54:66	WT1(4A3DE8A6FBCE)	0.321	0.605	-0.787	0.427	2.258	-0.305	143.77	-19.50	162.16	35.867	-134.167	134.483	0.11328	-0.19800	-0.91809	-0.32397	25.0	10080.1.7	90
2024-10-17 22:21:54:96	WT1(4A3DE8A6FBCE)	0.323	0.609	-0.792	1.404	1.831	0.427	143.77	-19.51	162.17	35.867	-134.167	134.483	0.11328	-0.19800	-0.91809	-0.32397	25.0	10080.1.7	90
2024-10-17 22:21:54:96	WT1(4A3DE8A6FBCE)	0.323	0.611	-0.787	2.014	2.441	0.061	143.78	-19.53	162.19	35.867	-134.167	134.483	0.11328	-0.19800	-0.91809	-0.32397	25.0	10080.1.7	90
2024-10-17 22:21:54:96	WT1(4A3DE8A6FBCE)	0.320	0.612	-0.781	2.258	3.662	-0.061	143.78	-19.55	162.21	35.867	-134.167	134.483	0.11328	-0.19800	-0.91809	-0.32397	25.0	10080.1.7	90
2024-10-17 22:21:54:96	WT1(4A3DE8A6FBCE)	0.328	0.610	-0.780	3.479	4.578	0.427	143.80	-19.58	162.24	35.867	-134.167	134.483	0.11328	-0.19800	-0.91809	-0.32397	25.0	10080.1.7	90
2024-10-17 22:21:54:128	WT1(4A3DE8A6FBCE)	0.333	0.604	-0.776	5.798	6.287	1.404	143.83	-19.63	162.27	35.867	-134.167	134.483	0.11328	-0.19800	-0.91809	-0.32397	25.0	10080.1.7	90
2024-10-17 22:21:54:128	WT1(4A3DE8A6FBCE)	0.340	0.602	-0.773	9.216	8.606	2.502	143.89	-19.70	162.31	35.867	-134.167	134.483	0.11328	-0.19800	-0.91809	-0.32397	25.0	10080.1.7	90
