time,DeviceName,AccX(g),AccY(g),AccZ(g),AsX(Â°/s),AsY(Â°/s),AsZ(Â°/s),AngleX(Â°),AngleY(Â°),AngleZ(Â°),HX(uT),HY(uT),HZ(uT),Q0(),Q1(),Q2(),Q3(),Temperature(Â°C),Version(),Battery
2024-10-3 21:43:7:503,WT901BLE67(4A3DE8A6FBCE),0.359,-0.794,1.329,-0.061,-0.671,-1.465,-54.01,-24.89,-110.03,11.283,17.725,39.917,-0.40344,0.40601,-0.26263,0.7767,32.5,10080.1.7,10.0
2024-10-3 21:43:7:503,WT901BLE67(4A3DE8A6FBCE),0.357,-0.794,1.327,0.061,-0.549,-1.892,-54.0,-24.91,-110.01,11.283,17.725,39.917,-0.40344,0.40601,-0.26263,0.7767,32.5,10080.1.7,10.0
2024-10-3 21:43:7:503,WT901BLE67(4A3DE8A6FBCE),0.359,-0.792,1.329,0.122,-0.488,-1.953,-54.0,-24.92,-110.0,11.283,17.725,39.917,-0.40344,0.40601,-0.26263,0.7767,32.5,10080.1.7,10.0
2024-10-3 21:43:7:503,WT901BLE67(4A3DE8A6FBCE),0.361,-0.792,1.329,0.244,-0.305,-1.526,-53.99,-24.94,-109.97,11.283,17.725,39.917,-0.40344,0.40601,-0.26263,0.7767,32.5,10080.1.7,10.0
2024-10-3 21:43:7:534,WT901BLE67(4A3DE8A6FBCE),0.362,-0.79,1.327,0.122,-0.305,-1.343,-53.99,-24.95,-109.95,11.283,17.725,39.917,-0.40344,0.40601,-0.26263,0.7767,32.5,10080.1.7,10.0
2024-10-3 21:43:7:534,WT901BLE67(4A3DE8A6FBCE),0.363,-0.79,1.325,0.061,-0.366,-1.343,-53.98,-24.96,-109.93,11.283,17.725,39.917,-0.40344,0.40601,-0.26263,0.7767,32.5,10080.1.7,10.0
2024-10-3 21:43:7:534,WT901BLE67(4A3DE8A6FBCE),0.361,-0.791,1.326,0.0,-0.549,-1.16,-53.98,-24.97,-109.91,11.283,17.725,39.917,-0.40344,0.40601,-0.26263,0.7767,32.5,10080.1.7,10.0
2024-10-3 21:43:7:534,WT901BLE67(4A3DE8A6FBCE),0.36,-0.791,1.327,0.0,-0.366,-0.732,-53.98,-24.98,-109.89,11.283,17.725,39.917,-0.40344,0.40601,-0.26263,0.7767,32.5,10080.1.7,10.0
2024-10-3 21:43:7:564,WT901BLE67(4A3DE8A6FBCE),0.364,-0.79,1.329,0.0,-0.122,-0.305,-53.98,-24.98,-109.86,11.283,17.725,39.917,-0.40344,0.40601,-0.26263,0.7767,32.5,10080.1.7,10.0
2024-10-3 21:43:7:564,WT901BLE67(4A3DE8A6FBCE),0.365,-0.788,1.327,-0.061,0.061,-0.244,-53.98,-24.98,-109.83,11.283,17.725,39.917,-0.40344,0.40601,-0.26263,0.7767,32.5,10080.1.7,10.0
2024-10-3 21:43:7:564,WT901BLE67(4A3DE8A6FBCE),0.361,-0.792,1.324,-0.244,0.0,-0.671,-53.97,-24.99,-109.81,11.283,17.725,39.917,-0.4198,0.41251,-0.25159,0.76825,32.5,10080.1.7,10.0
2024-10-3 21:43:7:564,WT901BLE67(4A3DE8A6FBCE),0.359,-0.793,1.328,-0.122,-0.183,-0.732,-53.97,-24.99,-109.79,11.283,17.725,39.917,-0.4198,0.41251,-0.25159,0.76825,32.5,10080.1.7,10.0
2024-10-3 21:43:7:658,WT901BLE67(4A3DE8A6FBCE),0.361,-0.794,1.33,0.122,-0.061,-0.183,-53.97,-24.99,-109.76,11.283,17.725,39.917,-0.4198,0.41251,-0.25159,0.76825,32.5,10080.1.7,10.0
2024-10-3 21:43:7:658,WT901BLE67(4A3DE8A6FBCE),0.362,-0.793,1.326,0.183,-0.122,-0.061,-53.96,-24.99,-109.73,11.283,17.725,39.917,-0.4198,0.41251,-0.25159,0.76825,32.5,10080.1.7,10.0
2024-10-3 21:43:7:658,WT901BLE67(4A3DE8A6FBCE),0.361,-0.791,1.328,-0.061,-0.183,-0.183,-53.96,-24.99,-109.7,11.283,17.725,39.917,-0.4198,0.41251,-0.25159,0.76825,32.5,10080.1.7,10.0
2024-10-3 21:43:7:658,WT901BLE67(4A3DE8A6FBCE),0.358,-0.793,1.329,-0.244,-0.366,-0.61,-53.96,-25.0,-109.68,11.283,17.725,39.917,-0.4198,0.41251,-0.25159,0.76825,32.5,10080.1.7,10.0
2024-10-3 21:43:7:659,WT901BLE67(4A3DE8A6FBCE),0.358,-0.794,1.33,-0.061,-0.366,-0.732,-53.96,-25.0,-109.65,11.283,17.725,39.917,-0.4198,0.41251,-0.25159,0.76825,32.5,10080.1.7,10.0
