time,DeviceName,AccX(g),AccY(g),AccZ(g),AsX(°/s),AsY(°/s),AsZ(°/s),AngleX(°),AngleY(°),AngleZ(°),HX(uT),HY(uT),HZ(uT),Q0(),Q1(),Q2(),Q3(),Temperature(°C),Version(),Battery level(%)
2024-9-19 21:16:54:638,WT901BLE67(3814C7167C24),0.359,0.689,2.654,1.648,4.761,1.648,50.28,-19.96,15.95,14.208,-41.817,-38.367,-0.87387,-0.43521,0.09805,-0.19296,34.2,10080.1.7,10
2024-9-19 21:16:54:638,WT901BLE67(3814C7167C24),0.349,0.688,2.666,2.441,4.15,1.526,50.3,-19.93,16,14.208,-41.817,-38.367,-0.87387,-0.43521,0.09805,-0.19296,34.2,10080.1.7,10
2024-9-19 21:16:54:638,WT901BLE67(3814C7167C24),0.345,0.687,2.669,1.648,3.296,1.587,50.31,-19.91,16.05,14.208,-41.817,-38.367,-0.87387,-0.43521,0.09805,-0.19296,34.2,10080.1.7,10
2024-9-19 21:16:54:639,WT901BLE67(3814C7167C24),0.35,0.691,2.676,1.831,2.93,0.732,50.32,-19.9,16.08,14.208,-41.817,-38.367,-0.87387,-0.43521,0.09805,-0.19296,34.2,10080.1.7,10
2024-9-19 21:16:54:670,WT901BLE67(3814C7167C24),0.354,0.687,2.681,1.038,2.075,-0.061,50.33,-19.87,16.11,14.208,-41.817,-38.367,-0.87387,-0.43521,0.09805,-0.19296,34.2,10080.1.7,10
2024-9-19 21:16:54:670,WT901BLE67(3814C7167C24),0.356,0.689,2.687,0.427,0.916,-0.549,50.35,-19.85,16.13,14.208,-41.817,-38.367,-0.87387,-0.43521,0.09805,-0.19296,34.2,10080.1.7,10
2024-9-19 21:16:54:670,WT901BLE67(3814C7167C24),0.352,0.69,2.683,0,1.465,-1.465,50.36,-19.83,16.14,14.208,-41.817,-38.367,-0.87387,-0.43521,0.09805,-0.19296,34.2,10080.1.7,10
2024-9-19 21:16:54:670,WT901BLE67(3814C7167C24),0.351,0.694,2.675,0,1.831,-1.892,50.36,-19.8,16.15,14.208,-41.817,-38.367,-0.87387,-0.43521,0.09805,-0.19296,34.2,10080.1.7,10
2024-9-19 21:16:54:698,WT901BLE67(3814C7167C24),0.352,0.692,2.683,-0.061,1.282,-2.991,50.37,-19.76,16.15,14.208,-41.817,-38.367,-0.87387,-0.43521,0.09805,-0.19296,34.2,10080.1.7,10
2024-9-19 21:16:54:698,WT901BLE67(3814C7167C24),0.345,0.688,2.683,-0.61,0.916,-4.028,50.38,-19.71,16.14,14.208,-41.817,-38.367,-0.87387,-0.43521,0.09805,-0.19296,34.2,10080.1.7,10
2024-9-19 21:16:54:698,WT901BLE67(3814C7167C24),0.346,0.689,2.68,-0.854,1.16,-4.944,50.39,-19.67,16.12,14.208,-41.817,-38.367,-0.87387,-0.43521,0.09805,-0.19296,34.2,10080.1.7,10
2024-9-19 21:16:54:698,WT901BLE67(3814C7167C24),0.347,0.686,2.69,-1.282,2.136,-6.653,50.39,-19.59,16.11,14.208,-41.817,-38.367,-0.87387,-0.43521,0.09805,-0.19296,34.2,10080.1.7,10
2024-9-19 21:16:54:757,WT901BLE67(3814C7167C24),0.343,0.679,2.686,-3.357,2.563,-8.728,50.38,-19.51,16.08,14.208,-41.817,-38.367,-0.87387,-0.43521,0.09805,-0.19296,34.2,10080.1.7,10
2024-9-19 21:16:54:757,WT901BLE67(3814C7167C24),0.409,0.677,2.671,-4.578,1.099,-11.108,50.36,-19.41,16.03,14.208,-41.817,-38.367,-0.87387,-0.43521,0.09805,-0.19296,34.2,10080.1.7,10
2024-9-19 21:16:54:757,WT901BLE67(3814C7167C24),0.299,0.699,2.623,-3.784,-10.376,-7.385,50.36,-19.35,15.94,14.208,-41.817,-38.367,-0.87387,-0.43521,0.09805,-0.19296,34.2,10080.1.7,10
2024-9-19 21:16:54:757,WT901BLE67(3814C7167C24),0.366,0.689,2.685,-9.094,-2.075,-3.967,50.31,-19.34,15.9,14.208,-41.817,-38.367,-0.87387,-0.43521,0.09805,-0.19296,34.2,10080.1.7,10
