time,DeviceName,AccX(g),AccY(g),AccZ(g),AsX(°/s),AsY(°/s),AsZ(°/s),AngleX(°),AngleY(°),AngleZ(°),HX(uT),HY(uT),HZ(uT),Q0(),Q1(),Q2(),Q3(),Temperature(°C),Version(),Battery level(%)
2024-9-15 16:53:15:837,WT901BLE67(919C7A43D1FF),0.143,0.708,-0.697,-1.099,0.732,0.488,133.28,-4.85,-22.73,2.408,-51.033,5.425,0.39612,0.89545,-0.1987,-0.04105,30.1,10080.1.7,100
2024-9-15 16:53:15:837,WT901BLE67(919C7A43D1FF),0.138,0.705,-0.697,-1.343,0.366,0.732,133.26,-4.86,-22.73,2.408,-51.033,5.425,0.39612,0.89545,-0.1987,-0.04105,30.1,10080.1.7,100
2024-9-15 16:53:15:837,WT901BLE67(919C7A43D1FF),0.135,0.704,-0.699,-1.282,0.732,0.305,133.25,-4.87,-22.72,2.408,-51.033,5.425,0.39612,0.89545,-0.1987,-0.04105,30.1,10080.1.7,100
2024-9-15 16:53:15:837,WT901BLE67(919C7A43D1FF),0.14,0.707,-0.705,-1.404,0.427,-0.122,133.24,-4.87,-22.71,2.408,-51.033,5.425,0.39612,0.89545,-0.1987,-0.04105,30.1,10080.1.7,100
2024-9-15 16:53:15:838,WT901BLE67(919C7A43D1FF),0.146,0.71,-0.712,-1.099,-0.244,-0.427,133.23,-4.87,-22.7,2.408,-51.033,5.425,0.39612,0.89545,-0.1987,-0.04105,30.1,10080.1.7,100
2024-9-15 16:53:15:838,WT901BLE67(919C7A43D1FF),0.146,0.708,-0.711,-0.488,-0.122,-0.549,133.22,-4.86,-22.69,2.408,-51.033,5.425,0.39612,0.89545,-0.1987,-0.04105,30.1,10080.1.7,100
2024-9-15 16:53:15:838,WT901BLE67(919C7A43D1FF),0.141,0.708,-0.711,0,0.549,-0.244,133.22,-4.86,-22.68,2.408,-51.033,5.425,0.39612,0.89545,-0.1987,-0.04105,30.1,10080.1.7,100
2024-9-15 16:53:15:838,WT901BLE67(919C7A43D1FF),0.136,0.715,-0.708,0.366,0.488,0.061,133.23,-4.86,-22.66,2.408,-51.033,5.425,0.39612,0.89545,-0.1987,-0.04105,30.1,10080.1.7,100
2024-9-15 16:53:15:867,WT901BLE67(919C7A43D1FF),0.137,0.719,-0.704,0.61,0,0,133.23,-4.87,-22.66,2.408,-51.033,5.425,0.39612,0.89545,-0.1987,-0.04105,30.1,10080.1.7,100
2024-9-15 16:53:15:867,WT901BLE67(919C7A43D1FF),0.136,0.72,-0.695,0.305,0,-0.122,133.24,-4.86,-22.65,2.408,-51.033,5.425,0.39612,0.89545,-0.1987,-0.04105,30.1,10080.1.7,100
2024-9-15 16:53:15:867,WT901BLE67(919C7A43D1FF),0.134,0.717,-0.688,-0.366,0.244,-0.061,133.24,-4.87,-22.64,2.408,-51.033,5.425,0.39612,0.89545,-0.1987,-0.04105,30.1,10080.1.7,100
2024-9-15 16:53:15:867,WT901BLE67(919C7A43D1FF),0.133,0.713,-0.687,-0.61,0.183,0.244,133.23,-4.87,-22.64,2.408,-51.033,5.425,0.39612,0.89545,-0.1987,-0.04105,30.1,10080.1.7,100
2024-9-15 16:53:15:928,WT901BLE67(919C7A43D1FF),0.136,0.714,-0.689,-0.671,-0.671,0.488,133.23,-4.87,-22.63,2.408,-51.033,5.425,0.39612,0.89545,-0.1987,-0.04105,30.1,10080.1.7,100
2024-9-15 16:53:15:928,WT901BLE67(919C7A43D1FF),0.137,0.72,-0.692,-0.549,-1.343,0.61,133.22,-4.86,-22.64,2.408,-51.033,5.425,0.39612,0.89545,-0.1987,-0.04105,30.1,10080.1.7,100
2024-9-15 16:53:15:928,WT901BLE67(919C7A43D1FF),0.142,0.716,-0.693,-0.488,-1.099,0.488,133.22,-4.86,-22.64,2.408,-51.033,5.425,0.39612,0.89545,-0.1987,-0.04105,30.1,10080.1.7,100
2024-9-15 16:53:15:928,WT901BLE67(919C7A43D1FF),0.146,0.713,-0.695,-0.61,-1.221,0.732,133.21,-4.86,-22.65,2.408,-51.033,5.425,0.39612,0.89545,-0.1987,-0.04105,30.1,10080.1.7,100
2024-9-15 16:53:15:967,WT901BLE67(919C7A43D1FF),0.146,0.712,-0.702,-0.549,-0.488,0.671,133.21,-4.86,-22.65,2.408,-51.033,5.425,0.39658,0.89575,-0.19659,-0.03976,30.1,10080.1.7,100
2024-9-15 16:53:15:967,WT901BLE67(919C7A43D1FF),0.146,0.709,-0.704,-0.427,-0.427,0.671,133.21,-4.86,-22.65,2.408,-51.033,5.425,0.39658,0.89575,-0.19659,-0.03976,30.1,10080.1.7,100
2024-9-15 16:53:15:967,WT901BLE67(919C7A43D1FF),0.146,0.709,-0.704,-0.244,0,0.366,133.2,-4.86,-22.65,2.408,-51.033,5.425,0.39658,0.89575,-0.19659,-0.03976,30.1,10080.1.7,100
2024-9-15 16:53:15:967,WT901BLE67(919C7A43D1FF),0.145,0.708,-0.707,0,0.854,0.061,133.2,-4.87,-22.64,2.408,-51.033,5.425,0.39658,0.89575,-0.19659,-0.03976,30.1,10080.1.7,100
2024-9-15 16:53:15:993,WT901BLE67(919C7A43D1FF),0.147,0.706,-0.712,0.366,0.183,0.061,133.21,-4.87,-22.63,2.408,-51.033,5.425,0.39658,0.89575,-0.19659,-0.03976,30.1,10080.1.7,100
