time,DeviceName,AccX(g),AccY(g),AccZ(g),AsX(°/s),AsY(°/s),AsZ(°/s),AngleX(°),AngleY(°),AngleZ(°),HX(uT),HY(uT),HZ(uT),Q0(),Q1(),Q2(),Q3(),Temperature(°C),Version(),Battery level(%)
2024-9-15 21:14:59:829,WTSensor3(8E7876082DDC),-0.179,0.523,0.89,-1.648,-1.465,-0.061,-143.31,6.63,45.93,15.217,-8.533,-55.533,0.89136,0.22656,0.1514,0.36209,29.9,10080.1.13,100
2024-9-15 21:14:59:829,WTSensor3(8E7876082DDC),-0.18,0.541,0.885,-1.282,-3.357,0.305,-143.32,6.6,45.9,15.217,-8.533,-55.533,0.89136,0.22656,0.1514,0.36209,29.9,10080.1.13,100
2024-9-15 21:14:59:829,WTSensor3(8E7876082DDC),-0.166,0.541,0.903,-2.808,-2.258,0.183,-143.36,6.58,45.88,15.217,-8.533,-55.533,0.89136,0.22656,0.1514,0.36209,29.9,10080.1.13,100
2024-9-15 21:14:59:829,WTSensor3(8E7876082DDC),-0.145,0.532,0.886,-3.113,-1.587,0.305,-143.38,6.56,45.85,15.217,-8.533,-55.533,0.89136,0.22656,0.1514,0.36209,29.9,10080.1.13,100
2024-9-15 21:14:59:920,WTSensor3(8E7876082DDC),-0.139,0.521,0.87,-2.502,-1.404,1.099,-143.42,6.55,45.85,15.217,-8.533,-55.533,0.89136,0.22656,0.1514,0.36209,29.9,10080.1.13,100
2024-9-15 21:14:59:920,WTSensor3(8E7876082DDC),-0.135,0.514,0.883,-1.709,1.221,1.77,-143.43,6.55,45.85,15.217,-8.533,-55.533,0.89136,0.22656,0.1514,0.36209,29.9,10080.1.13,100
2024-9-15 21:14:59:920,WTSensor3(8E7876082DDC),-0.138,0.508,0.873,-1.404,1.648,2.014,-143.45,6.55,45.87,15.217,-8.533,-55.533,0.89136,0.22656,0.1514,0.36209,29.9,10080.1.13,100
2024-9-15 21:14:59:920,WTSensor3(8E7876082DDC),-0.132,0.515,0.868,-2.014,0.549,2.563,-143.46,6.55,45.87,15.217,-8.533,-55.533,0.89136,0.22656,0.1514,0.36209,29.9,10080.1.13,100
2024-9-15 21:14:59:920,WTSensor3(8E7876082DDC),-0.124,0.509,0.876,-1.343,0,2.502,-143.49,6.53,45.89,15.217,-8.533,-55.533,0.89136,0.22656,0.1514,0.36209,29.9,10080.1.13,100
2024-9-15 21:14:59:920,WTSensor3(8E7876082DDC),-0.136,0.503,0.869,-0.488,-0.305,3.723,-143.49,6.51,45.9,15.217,-8.533,-55.533,0.89136,0.22656,0.1514,0.36209,29.9,10080.1.13,100
2024-9-15 21:14:59:920,WTSensor3(8E7876082DDC),-0.146,0.516,0.877,0.427,2.38,4.822,-143.47,6.51,45.94,15.217,-8.533,-55.533,0.89136,0.22656,0.1514,0.36209,29.9,10080.1.13,100
2024-9-15 21:14:59:920,WTSensor3(8E7876082DDC),-0.149,0.524,0.885,0.61,6.042,5.737,-143.45,6.53,46.01,15.217,-8.533,-55.533,0.89136,0.22656,0.1514,0.36209,29.9,10080.1.13,100
2024-9-15 21:14:59:951,WTSensor3(8E7876082DDC),-0.158,0.522,0.895,0.916,8.667,6.836,-143.43,6.56,46.1,15.217,-8.533,-55.533,0.89136,0.22656,0.1514,0.36209,29.9,10080.1.13,100
2024-9-15 21:14:59:951,WTSensor3(8E7876082DDC),-0.164,0.523,0.904,0.061,13.611,7.629,-143.42,6.64,46.21,15.142,-6.533,-56.642,0.89136,0.22656,0.1514,0.36209,29.9,10080.1.13,100
2024-9-15 21:14:59:951,WTSensor3(8E7876082DDC),-0.163,0.525,0.894,-2.014,16.968,6.958,-143.42,6.76,46.35,15.142,-6.533,-56.642,0.89136,0.22656,0.1514,0.36209,29.9,10080.1.13,100
2024-9-15 21:14:59:951,WTSensor3(8E7876082DDC),-0.182,0.526,0.919,-4.883,21.24,5.066,-143.44,6.91,46.49,15.142,-6.533,-56.642,0.89136,0.22656,0.1514,0.36209,29.9,10080.1.13,100
2024-9-15 21:14:59:995,WTSensor3(8E7876082DDC),-0.173,0.521,0.922,-6.836,25.452,2.38,-143.49,7.11,46.63,15.142,-6.533,-56.642,0.89136,0.22656,0.1514,0.36209,29.9,10080.1.13,100
2024-9-15 21:14:59:995,WTSensor3(8E7876082DDC),-0.163,0.522,0.885,-8.85,23.743,0.427,-143.56,7.31,46.74,15.142,-6.533,-56.642,0.89136,0.22656,0.1514,0.36209,29.9,10080.1.13,100
2024-9-15 21:14:59:995,WTSensor3(8E7876082DDC),-0.167,0.533,0.838,-10.742,17.273,0,-143.65,7.47,46.81,15.142,-6.533,-56.642,0.89136,0.22656,0.1514,0.36209,29.9,10080.1.13,100
2024-9-15 21:14:59:995,WTSensor3(8E7876082DDC),-0.174,0.527,0.831,-11.108,10.559,1.343,-143.76,7.55,46.86,15.142,-6.533,-56.642,0.89136,0.22656,0.1514,0.36209,29.9,10080.1.13,100
2024-9-15 21:15:0:39,WTSensor3(8E7876082DDC),-0.189,0.541,0.859,-12.39,8.911,1.831,-143.87,7.62,46.91,15.142,-6.533,-56.642,0.89136,0.22656,0.1514,0.36209,29.9,10080.1.13,100
2024-9-15 21:15:0:39,WTSensor3(8E7876082DDC),-0.201,0.52,0.894,-15.32,6.531,2.502,-144.01,7.66,46.95,15.142,-6.533,-56.642,0.89136,0.22656,0.1514,0.36209,29.9,10080.1.13,100
2024-9-15 21:15:0:39,WTSensor3(8E7876082DDC),-0.235,0.497,0.924,-21.484,-2.747,3.113,-144.21,7.63,46.96,15.142,-6.533,-56.642,0.89136,0.22656,0.1514,0.36209,29.9,10080.1.13,100
2024-9-15 21:15:0:39,WTSensor3(8E7876082DDC),-0.214,0.478,0.921,-29.602,-8.911,1.343,-144.5,7.54,46.91,15.142,-6.533,-56.642,0.89136,0.22656,0.1514,0.36209,29.9,10080.1.13,100
2024-9-15 21:15:0:69,WTSensor3(8E7876082DDC),-0.209,0.408,0.913,-32.043,-17.761,-1.099,-144.84,7.39,46.81,15.142,-6.533,-56.642,0.89136,0.22656,0.1514,0.36209,29.9,10080.1.13,100
2024-9-15 21:15:0:69,WTSensor3(8E7876082DDC),-0.202,0.336,0.929,-31.006,-16.602,1.343,-145.16,7.25,46.71,15.142,-6.533,-56.642,0.89136,0.22656,0.1514,0.36209,29.9,10080.1.13,100
2024-9-15 21:15:0:69,WTSensor3(8E7876082DDC),-0.191,0.354,0.96,-37.537,-15.564,0.793,-145.52,7.1,46.62,15.142,-6.533,-56.642,0.89136,0.22656,0.1514,0.36209,29.9,10080.1.13,100
2024-9-15 21:15:0:69,WTSensor3(8E7876082DDC),-0.129,0.255,0.919,-39.49,-26.794,-6.348,-145.94,6.91,46.43,15.142,-6.533,-56.642,0.89136,0.22656,0.1514,0.36209,29.9,10080.1.13,100
2024-9-15 21:15:0:113,WTSensor3(8E7876082DDC),-0.133,0.208,1,-42.48,-23.01,-6.287,-146.37,6.73,46.25,15.142,-6.533,-56.642,0.89136,0.22656,0.1514,0.36209,29.9,10080.1.13,100
2024-9-15 21:15:0:113,WTSensor3(8E7876082DDC),-0.124,0.167,1.024,-44.067,-5.432,-7.263,-146.8,6.66,46.14,15.142,-6.533,-56.642,0.89136,0.22656,0.1514,0.36209,29.9,10080.1.13,100
2024-9-15 21:15:0:114,WTSensor3(8E7876082DDC),-0.073,0.09,1.003,-36.987,-8.24,-6.531,-147.18,6.62,46.03,15.142,-6.533,-56.642,0.89136,0.22656,0.1514,0.36209,29.9,10080.1.13,100
2024-9-15 21:15:0:114,WTSensor3(8E7876082DDC),-0.042,0.106,1.107,-39.856,8.24,-13.306,-147.57,6.72,45.92,15.142,-6.533,-56.642,0.89136,0.22656,0.1514,0.36209,29.9,10080.1.13,100
2024-9-15 21:15:0:167,WTSensor3(8E7876082DDC),-0.134,0.297,0.937,-39.124,4.7,-17.944,-148,6.88,45.78,15.142,-6.533,-56.642,0.89136,0.22656,0.1514,0.36209,29.9,10080.1.13,100
2024-9-15 21:15:0:167,WTSensor3(8E7876082DDC),-0.121,0.466,0.834,-29.358,-4.578,-23.254,-148.33,6.94,45.55,15.142,-6.533,-56.642,0.89136,0.22656,0.1514,0.36209,29.9,10080.1.13,100
2024-9-15 21:15:0:167,WTSensor3(8E7876082DDC),-0.232,0.496,0.856,-10.437,-11.353,-28.076,-148.5,6.94,45.27,15.142,-6.533,-56.642,0.90335,0.18439,0.13602,0.36243,29.9,10080.1.13,100
2024-9-15 21:15:0:167,WTSensor3(8E7876082DDC),-0.23,0.891,0.818,-22.949,13.733,-23.376,-148.67,7.06,45.08,15.142,-6.533,-56.642,0.90335,0.18439,0.13602,0.36243,29.9,10080.1.13,100
2024-9-15 21:15:0:189,WTSensor3(8E7876082DDC),-0.303,1.212,0.823,-0.793,-9.888,-20.02,-148.73,7.06,44.82,15.142,-6.533,-56.642,0.90335,0.18439,0.13602,0.36243,29.9,10080.1.13,100
2024-9-15 21:15:0:189,WTSensor3(8E7876082DDC),-0.267,1.226,0.781,-5.493,-5.249,-13.062,-148.8,7.04,44.66,15.142,-6.533,-56.642,0.90335,0.18439,0.13602,0.36243,29.9,10080.1.13,100
2024-9-15 21:15:0:189,WTSensor3(8E7876082DDC),-0.224,1.085,0.845,-6.226,5.981,-5.615,-148.86,7.11,44.61,15.142,-6.533,-56.642,0.90335,0.18439,0.13602,0.36243,29.9,10080.1.13,100
2024-9-15 21:15:0:189,WTSensor3(8E7876082DDC),-0.198,1.019,0.804,-4.272,14.16,-5.737,-148.92,7.26,44.59,15.142,-6.533,-56.642,0.90335,0.18439,0.13602,0.36243,29.9,10080.1.13,100
2024-9-15 21:15:0:234,WTSensor3(8E7876082DDC),-0.181,0.911,0.824,5.127,5.493,-5.493,-148.88,7.34,44.56,15.142,-6.533,-56.642,0.90335,0.18439,0.13602,0.36243,29.9,10080.1.13,100
2024-9-15 21:15:0:234,WTSensor3(8E7876082DDC),-0.169,0.802,0.875,2.014,1.953,-0.854,-148.85,7.36,44.53,15.142,-6.533,-56.642,0.90335,0.18439,0.13602,0.36243,29.9,10080.1.13,100
2024-9-15 21:15:0:234,WTSensor3(8E7876082DDC),-0.142,0.632,0.877,-3.479,-2.747,5.493,-148.86,7.3,44.57,15.142,-6.533,-56.642,0.90335,0.18439,0.13602,0.36243,29.9,10080.1.13,100
2024-9-15 21:15:0:234,WTSensor3(8E7876082DDC),-0.041,0.448,0.876,6.287,-7.446,12.085,-148.81,7.17,44.63,15.142,-6.533,-56.642,0.90335,0.18439,0.13602,0.36243,29.9,10080.1.13,100
2024-9-15 21:15:0:298,WTSensor3(8E7876082DDC),-0.046,0.376,0.878,-6.287,-6.897,19.897,-148.84,7.03,44.77,15.142,-6.533,-56.642,0.90335,0.18439,0.13602,0.36243,29.9,10080.1.13,100
2024-9-15 21:15:0:298,WTSensor3(8E7876082DDC),-0.059,0.173,0.933,-11.475,-8.484,34.119,-148.91,6.8,45.02,15.142,-6.533,-56.642,0.90335,0.18439,0.13602,0.36243,29.9,10080.1.13,100
2024-9-15 21:15:0:298,WTSensor3(8E7876082DDC),-0.066,0,0.984,-13.184,-7.141,33.325,-149,6.57,45.27,15.142,-6.533,-56.642,0.90335,0.18439,0.13602,0.36243,29.9,10080.1.13,100
2024-9-15 21:15:0:298,WTSensor3(8E7876082DDC),-0.096,-0.216,1.001,-12.451,-12.329,27.405,-149.11,6.34,45.46,15.142,-6.533,-56.642,0.90335,0.18439,0.13602,0.36243,29.9,10080.1.13,100
2024-9-15 21:15:0:325,WTSensor3(8E7876082DDC),-0.128,-0.203,0.997,-3.845,-7.141,23.376,-149.13,6.17,45.63,15.142,-6.533,-56.642,0.90335,0.18439,0.13602,0.36243,29.9,10080.1.13,100
