time,DeviceName,AccX(g),AccY(g),AccZ(g),AsX(°/s),AsY(°/s),AsZ(°/s),AngleX(°),AngleY(°),AngleZ(°),HX(uT),HY(uT),HZ(uT),Q0(),Q1(),Q2(),Q3(),Temperature(°C),Version(),Battery level(%)
2024-10-24 20:50:52:559,WTSensor3(8E7876082DDC),-0.608,0.467,-0.516,73.547,-5.127,-16.296,-32.34,44.07,178.69,36.633,-12.558,46.492,0.30661,-0.08682,0.85495,0.40915,26.6,10080.1.13,100
2024-10-24 20:50:52:559,WTSensor3(8E7876082DDC),-0.524,0.465,-0.497,76.904,-12.817,-19.226,-31.5,44.3,178.8,36.633,-12.558,46.492,0.30661,-0.08682,0.85495,0.40915,26.6,10080.1.13,100
2024-10-24 20:50:52:559,WTSensor3(8E7876082DDC),-0.625,0.489,-0.471,86.365,-6.897,-23.865,-30.55,44.56,178.97,36.633,-12.558,46.492,0.30661,-0.08682,0.85495,0.40915,26.6,10080.1.13,100
2024-10-24 20:50:52:559,WTSensor3(8E7876082DDC),-0.603,0.409,-0.559,77.454,-28.442,-29.175,-29.7,44.94,179.07,36.633,-12.558,46.492,0.30661,-0.08682,0.85495,0.40915,26.6,10080.1.13,100
2024-10-24 20:50:52:605,WTSensor3(8E7876082DDC),-0.619,0.629,-0.542,70.313,-21.301,-26.001,-28.92,45.31,179.19,36.633,-12.558,46.492,0.30661,-0.08682,0.85495,0.40915,26.6,10080.1.13,100
2024-10-24 20:50:52:605,WTSensor3(8E7876082DDC),-0.665,0.302,-0.505,75.745,-38.696,-32.776,-28.15,45.82,179.26,36.633,-12.558,46.492,0.30661,-0.08682,0.85495,0.40915,26.6,10080.1.13,100
2024-10-24 20:50:52:605,WTSensor3(8E7876082DDC),-0.733,0.417,-0.42,78.003,-50.11,-35.706,-27.3,46.43,179.3,36.633,-12.558,46.492,0.30661,-0.08682,0.85495,0.40915,26.6,10080.1.13,100
2024-10-24 20:50:52:605,WTSensor3(8E7876082DDC),-0.798,0.535,-0.504,88.379,-42.358,-20.935,-26.44,46.88,179.27,36.633,-12.558,46.492,0.30661,-0.08682,0.85495,0.40915,26.6,10080.1.13,100
2024-10-24 20:50:52:635,WTSensor3(8E7876082DDC),-0.862,0.444,-0.672,71.716,-42.297,-6.653,-25.87,47.27,179.04,36.633,-12.558,46.492,0.30661,-0.08682,0.85495,0.40915,26.6,10080.1.13,100
2024-10-24 20:50:52:635,WTSensor3(8E7876082DDC),-0.674,0.454,-0.748,52.185,-53.528,6.409,-25.63,47.69,178.6,36.633,-12.558,46.492,0.30661,-0.08682,0.85495,0.40915,26.6,10080.1.13,100
