time,DeviceName,AccX(g),AccY(g),AccZ(g),AsX(°/s),AsY(°/s),AsZ(°/s),AngleX(°),AngleY(°),AngleZ(°),HX(uT),HY(uT),HZ(uT),Q0(),Q1(),Q2(),Q3(),Temperature(°C),Version(),Battery level(%)
2024-9-19 20:33:45:230,WTSensor3(8E7876082DDC),-0.834,0.188,-0.521,-1.099,-1.892,0.427,-14.55,59.07,-10.47,8.817,-46.508,42.825,-0.108,-0.86301,-0.00397,0.49338,28.8,10080.1.13,100
2024-9-19 20:33:45:230,WTSensor3(8E7876082DDC),-0.839,0.184,-0.523,-1.221,-2.625,1.404,-14.6,59.1,-10.5,8.817,-46.508,42.825,-0.108,-0.86301,-0.00397,0.49338,28.8,10080.1.13,100
2024-9-19 20:33:45:230,WTSensor3(8E7876082DDC),-0.839,0.172,-0.522,-1.648,-2.38,2.197,-14.65,59.11,-10.55,8.817,-46.508,42.825,-0.108,-0.86301,-0.00397,0.49338,28.8,10080.1.13,100
2024-9-19 20:33:45:230,WTSensor3(8E7876082DDC),-0.845,0.168,-0.518,-1.038,-2.563,2.319,-14.71,59.13,-10.6,8.817,-46.508,42.825,-0.108,-0.86301,-0.00397,0.49338,28.8,10080.1.13,100
2024-9-19 20:33:45:260,WTSensor3(8E7876082DDC),-0.843,0.167,-0.52,-0.427,-4.089,2.258,-14.77,59.16,-10.66,8.817,-46.508,42.825,-0.108,-0.86301,-0.00397,0.49338,28.8,10080.1.13,100
2024-9-19 20:33:45:260,WTSensor3(8E7876082DDC),-0.836,0.17,-0.52,-0.122,-5.432,1.953,-14.82,59.21,-10.72,8.817,-46.508,42.825,-0.108,-0.86301,-0.00397,0.49338,28.8,10080.1.13,100
2024-9-19 20:33:45:260,WTSensor3(8E7876082DDC),-0.83,0.172,-0.519,0.427,-5.737,1.526,-14.87,59.25,-10.78,8.817,-46.508,42.825,-0.108,-0.86301,-0.00397,0.49338,28.8,10080.1.13,100
2024-9-19 20:33:45:260,WTSensor3(8E7876082DDC),-0.825,0.19,-0.517,-0.305,-5.127,1.221,-14.91,59.3,-10.83,8.817,-46.508,42.825,-0.108,-0.86301,-0.00397,0.49338,28.8,10080.1.13,100
2024-9-19 20:33:45:289,WTSensor3(8E7876082DDC),-0.814,0.206,-0.5,-0.793,-4.211,0.977,-14.96,59.34,-10.87,8.817,-46.508,42.825,-0.108,-0.86301,-0.00397,0.49338,28.8,10080.1.13,100
2024-9-19 20:33:45:289,WTSensor3(8E7876082DDC),-0.802,0.223,-0.479,-0.732,-2.502,0.854,-14.99,59.35,-10.89,8.817,-46.508,42.825,-0.108,-0.86301,-0.00397,0.49338,28.8,10080.1.13,100
2024-9-19 20:33:45:289,WTSensor3(8E7876082DDC),-0.792,0.242,-0.461,-1.16,-0.61,1.343,-15.02,59.36,-10.91,9.283,-46.708,42.683,-0.108,-0.86301,-0.00397,0.49338,28.8,10080.1.13,100
2024-9-19 20:33:45:289,WTSensor3(8E7876082DDC),-0.792,0.258,-0.453,-2.075,0.549,1.892,-15.06,59.35,-10.93,9.283,-46.708,42.683,-0.108,-0.86301,-0.00397,0.49338,28.8,10080.1.13,100
2024-9-19 20:33:45:350,WTSensor3(8E7876082DDC),-0.794,0.255,-0.448,-2.014,1.465,2.258,-15.1,59.33,-10.95,9.283,-46.708,42.683,-0.108,-0.86301,-0.00397,0.49338,28.8,10080.1.13,100
2024-9-19 20:33:45:350,WTSensor3(8E7876082DDC),-0.795,0.251,-0.458,-1.709,0.732,2.686,-15.14,59.31,-10.99,9.283,-46.708,42.683,-0.108,-0.86301,-0.00397,0.49338,28.8,10080.1.13,100
